Date,Headline,Publisher,Topic,Source_Weight,Raw_Bullish,Raw_Bearish,Weighted_Bullish,Weighted_Bearish,NSS
2017-05-23,Goldman's Currie Sees Worst Oil Demand Shock in a Decade,Twitter/Retail,Macro,0.5,0.015404945239424706,0.9517064690589905,0.007702472619712353,0.47585323452949524,-0.4681507619097829
2017-06-17,#Oil #markets react in a hefty way to short-term news. The #coronavirus panic has made many already inexpensive… https://t.co/YSqUQAY02J,Twitter/Retail,Supply,0.5,0.3244454860687256,0.17059390246868134,0.1622227430343628,0.08529695123434067,0.07692579180002213
2017-06-19,Oil rises on likely OPEC+ output cuts amid coronavirus outbreak,Twitter/Retail,Macro,0.5,0.3881179690361023,0.5094854831695557,0.19405898451805115,0.25474274158477783,-0.060683757066726685
2017-06-24,The world's largest oil producers are hammering out the terms of an unprecedented deal to mitigate the devastating… https://t.co/EvGJKB2l9a,Twitter/Retail,Macro,0.5,0.686226487159729,0.14201593399047852,0.3431132435798645,0.07100796699523926,0.27210527658462524
2017-07-11,News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener https://t.co/RiLauQuR28 https://t.co/5KV7DAp5ws,Twitter/Retail,Supply,0.5,0.04534313082695007,0.032142605632543564,0.022671565413475037,0.016071302816271782,0.006600262597203255
2017-07-30,G-7 finance chiefs urge oil-producing nations to support international efforts to stabilize world markets rocked by… https://t.co/u3kRmEz3qn,Twitter/Retail,Macro,0.5,0.8297447562217712,0.021670309826731682,0.4148723781108856,0.010835154913365841,0.4040372231975198
2017-08-01,Investors hope Thursday's OPEC+ meeting will signal an end to the Saudi-Russian oil-price war https://t.co/2dXum2tlfY,Twitter/Retail,Macro,0.5,0.39705783128738403,0.34602364897727966,0.19852891564369202,0.17301182448863983,0.025517091155052185
2017-08-02,Chesapeake Energy's stock drops toward 25-year closing low as oil pulls back,Twitter/Retail,Macro,0.5,0.010278712026774883,0.9697364568710327,0.005139356013387442,0.48486822843551636,-0.4797288724221289
2017-08-02,"Stranded tankers, full storage tanks: coronavirus leads to crude glut in China #economy #MarketScreener… https://t.co/2VuXEsk7vM",Twitter/Retail,Macro,0.5,0.02160424366593361,0.8013176918029785,0.010802121832966805,0.40065884590148926,-0.38985672406852245
2017-08-09,Saudi Arabia and others in OPEC are working to convince oil producers there will be little space left to store thei… https://t.co/bJytfI2ytW,Twitter/Retail,Macro,0.5,0.03323384001851082,0.13138854503631592,0.01661692000925541,0.06569427251815796,-0.04907735250890255
2017-08-23,U.S. oil futures mark lowest finish so far this month,Twitter/Retail,Macro,0.5,0.0074815149419009686,0.9639356136322021,0.0037407574709504843,0.4819678068161011,-0.4782270493451506
2017-09-17,JUST RELEASED: Oil Price Dynamics Report Oil prices rose over the past week owing to decreased supply.… https://t.co/7jbfqZG2tJ,Twitter/Retail,Supply,0.5,0.056950643658638,0.9153500199317932,0.028475321829319,0.4576750099658966,-0.4291996881365776
2017-09-24,$COMDX: EIA petroleum data for the week ended December 6 https://t.co/7I8u7u0QY6,Twitter/Retail,Macro,0.5,0.0187827218323946,0.09377819299697876,0.0093913609161973,0.04688909649848938,-0.03749773558229208
2017-09-25,OPEC+ technical meeting drags on,Twitter/Retail,Supply,0.5,0.012180594727396965,0.9447256326675415,0.0060902973636984825,0.47236281633377075,-0.46627251897007227
2017-09-30,"-Asian stocks see modest gains
-Treasury yields dip
-U.S. dollar holds an overnight decline
-Oil slips after OPEC f… https://t.co/gZWtn7mjQK",Twitter/Retail,Macro,0.5,0.023449290543794632,0.9632481932640076,0.011724645271897316,0.4816240966320038,-0.46989945136010647
2017-10-28,Human Rights Watch says a palm-oil producer is polluting the environment and threatening the health of its workers… https://t.co/hMQCOrsjdY,Twitter/Retail,Macro,0.5,0.014000101946294308,0.9291589856147766,0.007000050973147154,0.4645794928073883,-0.45757944183424115
2017-10-31,Oil Stocks: What I Got Right (and Wrong) About the Oil Market in 2019,Twitter/Retail,Supply,0.5,0.05362921580672264,0.11587175726890564,0.02681460790336132,0.05793587863445282,-0.0311212707310915
2017-11-18,Here are the biggest risks to OPEC+ efforts to balance oil https://t.co/qWAYGsiVuU,Twitter/Retail,Macro,0.5,0.04698169603943825,0.08470252901315689,0.023490848019719124,0.042351264506578445,-0.01886041648685932
2017-12-18,U.S. crude flows to Europe set to rise as virus hits Asia demand,Twitter/Retail,Macro,0.5,0.9381542801856995,0.02351430244743824,0.46907714009284973,0.01175715122371912,0.4573199888691306
2018-01-05,"Jan. WTI oil up $1.25, or 2.1%, to $60.43/bbl",Twitter/Retail,Macro,0.5,0.9343270659446716,0.03734413534402847,0.4671635329723358,0.018672067672014236,0.4484914653003216
2018-01-10,Forget OPEC: China Now Moves The Oil Markets,Twitter/Retail,Supply,0.5,0.06252767890691757,0.03996455296874046,0.031263839453458786,0.01998227648437023,0.011281562969088554
2018-01-24,"Total beats quarterly forecasts, lifts dividends despite low oil price",Twitter/Retail,Macro,0.5,0.9367735981941223,0.03465154394507408,0.46838679909706116,0.01732577197253704,0.4510610271245241
2018-02-26,"Why the Disney+ 'hack' shows data is like 'oil' that needs to be secured
https://t.co/UdUMRuYRQp by @GreteSuarez https://t.co/M9jaT6TpcB",Twitter/Retail,Macro,0.5,0.04010271653532982,0.03525218740105629,0.02005135826766491,0.017626093700528145,0.0024252645671367645
2018-03-05,"CapEcon: If Iran Closes The Strait Of Hormuz, Crude Would Jump To $150 https://t.co/wOZBIi3e85",Twitter/Retail,Geopolitics,0.5,0.6335238814353943,0.059273019433021545,0.31676194071769714,0.029636509716510773,0.28712543100118637
2018-03-20,"Highlight: @spyjared on oil: “Kicking off the week with a little bit of volatility, it’s up about 1/3 of a percent… https://t.co/Ss2ACa4IU9",Twitter/Retail,Supply,0.5,0.9196367263793945,0.01741308532655239,0.45981836318969727,0.008706542663276196,0.45111182052642107
2018-03-20,Canadian oil shipments are getting snarled once again https://t.co/guijP0gyAR,Twitter/Retail,Macro,0.5,0.6093391180038452,0.30387791991233826,0.3046695590019226,0.15193895995616913,0.15273059904575348
2018-03-30,Oil rises a second day in 'relief rally' over China coronavirus,Twitter/Retail,Macro,0.5,0.7413235306739807,0.150099977850914,0.37066176533699036,0.075049988925457,0.29561177641153336
2018-04-04,Crude rose for a second day after the U.S. signalled it was open to the possibility of an alliance with Saudi Arabia https://t.co/H7eECXZNxJ,Twitter/Retail,Macro,0.5,0.9320757389068604,0.02710418775677681,0.4660378694534302,0.013552093878388405,0.45248577557504177
2018-04-06,Exxon is cutting billions of dollars in investments to keep its financial footing during the worst oil-price rout i… https://t.co/QoPqAc2J9a,Twitter/Retail,Macro,0.5,0.016446571797132492,0.9592455625534058,0.008223285898566246,0.4796227812767029,-0.47139949537813663
2018-04-07,$XLE $USO $BNO - Energy extends YTD loss to 15% as oil prices plunge https://t.co/m4VzJmxNUh,Twitter/Retail,Macro,0.5,0.042477358132600784,0.9459972381591797,0.021238679066300392,0.47299861907958984,-0.45175994001328945
2018-04-12,Here's Why TORC Oil & Gas (TSE:TOG) Has A Meaningful Debt Burden,Twitter/Retail,Macro,0.5,0.15637610852718353,0.019176309928297997,0.07818805426359177,0.009588154964148998,0.06859989929944277
2018-04-17,Abrupt Reversal Of Shale Oil's Fortunes Points To A Radical Reset Of Oil Prices. https://t.co/d0VIc2DVca #finance #markets #trading,Twitter/Retail,Macro,0.5,0.08814115822315216,0.6069229245185852,0.04407057911157608,0.3034614622592926,-0.2593908831477165
2018-04-21,Stock Market Update: WTI crude rises on trade deal,Twitter/Retail,Macro,0.5,0.9047428965568542,0.04745647683739662,0.4523714482784271,0.02372823841869831,0.4286432098597288
2018-05-02,Nostrum Oil & Gas : Form 8.5 (EPT/RI) - Nostrum Oil & Gas PLC  #Stock #MarketScreener https://t.co/mCzAsQ07aq https://t.co/DRiYCxZr2J,Twitter/Retail,Supply,0.5,0.02614092454314232,0.04584933817386627,0.01307046227157116,0.022924669086933136,-0.009854206815361977
2018-05-02,Oil boosted by renewed hopes for global production cut https://t.co/4tAO1U31nz,Twitter/Retail,Macro,0.5,0.8936708569526672,0.06953233480453491,0.4468354284763336,0.034766167402267456,0.41206926107406616
