Date,USD_Index,US_10Y_Yield,VIX,CPI_Inflation,USDA_WASDE_Stocks,Precipitation_KeyRegions,Temperature_Anomaly_KeyRegions,Planting_Progress_Pct,Export_Sales
2014-06-18,80.58000183,2.61,10.60999966,237.231,188.61,1.883567157,-0.972603628,95.0,523815.0
2014-06-19,80.31999969,2.64,10.61999989,237.231,188.61,1.752214727,-0.946690551,95.0,586981.0
2014-06-20,80.37000275,2.63,10.85000038,237.231,188.61,2.000030283,-0.312176521,95.0,586981.0
2014-06-21,80.37000275,2.63,10.85000038,237.231,188.61,2.630903923,-0.31342959,95.0,586981.0
2014-06-22,80.37000275,2.63,10.85000038,237.231,188.61,1.497288187,-0.61980691,95.0,586981.0
2014-06-23,80.26000214,2.63,10.97999954,237.231,188.61,1.636680867,-0.914278397,95.0,586981.0
2014-06-24,80.33000183,2.59,12.13000011,237.231,188.61,1.84495795,-1.146586103,95.0,586981.0
2014-06-25,80.22000122,2.57,11.59000015,237.231,188.61,2.383823287,-0.783587974,95.0,586981.0
2014-06-26,80.23000336,2.53,11.63000011,237.231,188.61,3.820115567,-0.898431641,95.0,335458.0
2014-06-27,80.04000092,2.54,11.26000023,237.231,188.61,3.099128353,-1.076931769,95.0,335458.0
2014-06-28,80.04000092,2.54,11.26000023,237.231,188.61,1.516231973,-1.553331641,95.0,335458.0
2014-06-29,80.04000092,2.54,11.26000023,237.231,188.61,1.159445613,-1.171218205,95.0,335458.0
2014-06-30,79.77999878,2.53,11.56999969,237.231,188.61,1.067421123,-0.48277859,95.0,335458.0
2014-07-01,79.81999969,2.58,11.14999962,237.498,189.54,2.020843687,-0.381441692,95.0,335458.0
2014-07-02,79.95999908,2.64,10.81999969,237.498,189.54,0.794725207,-0.689932013,95.0,335458.0
2014-07-03,80.20999908,2.65,10.31999969,237.498,189.54,1.873976305,-0.887887205,95.0,394738.0
2014-07-04,80.20999908,2.65,10.31999969,237.498,189.54,1.298018827,-0.365223244,95.0,394738.0
2014-07-05,80.20999908,2.65,10.31999969,237.498,189.54,1.045896473,-0.075611385,95.0,394738.0
2014-07-06,80.20999908,2.65,10.31999969,237.498,189.54,1.21720768,0.320215769,95.0,394738.0
2014-07-07,80.22000122,2.63,11.32999992,237.498,189.54,1.453871117,0.499081436,95.0,394738.0
2014-07-08,80.18000031,2.58,11.97999954,237.498,189.54,2.3691691,0.490082856,95.0,394738.0
2014-07-09,79.98999786,2.57,11.64999962,237.498,189.54,2.347886753,-0.094317541,95.0,394738.0
2014-07-10,80.12999725,2.55,12.59000015,237.498,189.54,1.87935281,-0.502384103,95.0,413250.0
2014-07-11,80.19000244,2.53,12.07999992,237.498,189.54,3.21911075,-0.238324936,95.0,413250.0
2014-07-12,80.19000244,2.53,12.07999992,237.498,189.54,2.773545267,0.169054846,95.0,413250.0
2014-07-13,80.19000244,2.53,12.07999992,237.498,189.54,2.263109233,-0.051353436,95.0,413250.0
2014-07-14,80.19000244,2.55,11.81999969,237.498,189.54,2.0394355,-0.191502333,95.0,413250.0
2014-07-15,80.38999939,2.56,11.96000004,237.498,189.54,1.71110712,0.256392859,95.0,413250.0
2014-07-16,80.55999756,2.55,11.0,237.498,189.54,1.5850318,0.611241833,95.0,413250.0
2014-07-17,80.51999664,2.47,14.53999996,237.498,189.54,1.922226067,0.22210691,95.0,551748.0
2014-07-18,80.51999664,2.5,12.06000042,237.498,189.54,2.044165557,-0.370000115,95.0,551748.0
2014-07-19,80.51999664,2.5,12.06000042,237.498,189.54,2.202663633,-0.268514103,95.0,551748.0
2014-07-20,80.51999664,2.5,12.06000042,237.498,189.54,0.94557955,0.226952436,95.0,551748.0
2014-07-21,80.55999756,2.49,12.81000042,237.498,189.54,1.608866333,0.726301808,95.0,551748.0
2014-07-22,80.77999878,2.48,12.23999977,237.498,189.54,1.983979377,0.524550397,95.0,551748.0
2014-07-23,80.80999756,2.48,11.52000046,237.498,189.54,2.343937883,0.2442465,95.0,551748.0
2014-07-24,80.87000275,2.52,11.84000015,237.498,189.54,2.213250783,0.386042192,95.0,419585.0
2014-07-25,81.02999878,2.48,12.68999958,237.498,189.54,1.153618,0.535672692,95.0,419585.0
2014-07-26,81.02999878,2.48,12.68999958,237.498,189.54,0.8923852,0.991176603,95.0,419585.0
2014-07-27,81.02999878,2.48,12.68999958,237.498,189.54,1.058298593,0.964682179,95.0,419585.0
2014-07-28,81.02999878,2.5,12.56000042,237.498,189.54,1.51692518,0.539254744,95.0,419585.0
2014-07-29,81.20999908,2.47,13.27999973,237.498,189.54,1.35979738,0.462127,95.0,419585.0
2014-07-30,81.41999817,2.57,13.32999992,237.498,189.54,0.900330693,0.879443962,95.0,419585.0
2014-07-31,81.45999908,2.58,16.95000076,237.498,189.54,1.2926582,1.212810403,95.0,415243.0
2014-08-01,81.30000305,2.52,17.03000069,237.46,192.96,1.099180137,0.810102931,95.0,415243.0
2014-08-02,81.30000305,2.52,17.03000069,237.46,192.96,1.057759097,0.681054694,95.0,415243.0
2014-08-03,81.30000305,2.52,17.03000069,237.46,192.96,0.936974337,1.128916319,95.0,415243.0
2014-08-04,81.33000183,2.51,15.11999989,237.46,192.96,0.97940042,1.137177639,95.0,415243.0
2014-08-05,81.51999664,2.49,16.87000084,237.46,192.96,1.359790953,0.557624194,95.0,415243.0
2014-08-06,81.44000244,2.49,16.37000084,237.46,192.96,1.4919996,0.806145806,95.0,415243.0
2014-08-07,81.51999664,2.43,16.65999985,237.46,192.96,1.372040847,1.103263125,95.0,498935.0
2014-08-08,81.38999939,2.44,15.77000046,237.46,192.96,1.058408273,1.36046175,95.0,498935.0
2014-08-09,81.38999939,2.44,15.77000046,237.46,192.96,1.113429317,1.498771014,95.0,498935.0
2014-08-10,81.38999939,2.44,15.77000046,237.46,192.96,1.229620207,1.334223778,95.0,498935.0
2014-08-11,81.47000122,2.44,14.22999954,237.46,192.96,1.161412467,0.748385639,95.0,498935.0
2014-08-12,81.5,2.46,14.13000011,237.46,192.96,2.189241847,0.137581028,95.0,498935.0
2014-08-13,81.59999847,2.43,12.89999962,237.46,192.96,1.541796787,0.092539083,95.0,498935.0
2014-08-14,81.58999634,2.4,12.42000008,237.46,192.96,1.8749976,0.434019167,95.0,531098.0
2014-08-15,81.41999817,2.34,13.14999962,237.46,192.96,2.4995701,0.183328722,95.0,531098.0
2014-08-16,81.41999817,2.34,13.14999962,237.46,192.96,2.313056,-0.251995389,95.0,531098.0
2014-08-17,81.41999817,2.34,13.14999962,237.46,192.96,1.538358833,-0.753975472,95.0,531098.0
2014-08-18,81.58000183,2.39,12.31999969,237.46,192.96,2.162986,-1.122872778,95.0,531098.0
2014-08-19,81.87999725,2.4,12.21000004,237.46,192.96,1.417959773,-0.654005906,95.0,531098.0
2014-08-20,82.25,2.43,11.77999973,237.46,192.96,1.06962285,-0.038499983,95.0,531098.0
2014-08-21,82.15000153,2.41,11.76000023,237.46,192.96,1.9535779,0.374622122,95.0,466658.0
2014-08-22,82.33999634,2.4,11.47000027,237.46,192.96,1.59782019,-0.369981083,95.0,466658.0
2014-08-23,82.33999634,2.4,11.47000027,237.46,192.96,1.296351937,-0.008166472,95.0,466658.0
2014-08-24,82.33999634,2.4,11.47000027,237.46,192.96,4.25532574,0.175373931,95.0,466658.0
2014-08-25,82.55000305,2.39,11.69999981,237.46,192.96,1.08670176,0.125013458,95.0,466658.0
2014-08-26,82.65000153,2.39,11.63000011,237.46,192.96,1.068408617,-0.746806342,95.0,466658.0
2014-08-27,82.43000031,2.37,11.77999973,237.46,192.96,1.864081933,0.045288542,95.0,466658.0
2014-08-28,82.48000336,2.34,12.05000019,237.46,192.96,2.23700963,-0.654813347,95.0,747630.0
2014-08-29,82.75,2.35,12.09000015,237.46,192.96,1.142447577,-0.910384444,95.0,747630.0
2014-08-30,82.75,2.35,12.09000015,237.46,192.96,1.088459293,-0.580848139,95.0,747630.0
2014-08-31,82.75,2.35,12.09000015,237.46,192.96,1.506939,0.085090758,95.0,747630.0
2014-09-01,82.75,2.35,12.09000015,237.477,196.38,1.427715333,0.497318889,95.0,747630.0
2014-09-02,82.98999786,2.42,12.25,237.477,196.38,0.89413427,0.590219278,95.0,747630.0
2014-09-03,82.87000275,2.41,12.35999966,237.477,196.38,1.139012667,0.517901167,95.0,747630.0
2014-09-04,83.81999969,2.45,12.64000034,237.477,196.38,1.159054673,0.424694417,95.0,559196.0
2014-09-05,83.76000214,2.46,12.09000015,237.477,196.38,1.324930243,0.216549667,95.0,559196.0
2014-09-06,83.76000214,2.46,12.09000015,237.477,196.38,1.482968597,0.621345769,95.0,559196.0
2014-09-07,83.76000214,2.46,12.09000015,237.477,196.38,1.532448697,1.240660444,3.0,559196.0
2014-09-08,84.23000336,2.48,12.65999985,237.477,196.38,1.331497167,1.552774472,3.0,559196.0
2014-09-09,84.27999878,2.5,13.5,237.477,196.38,1.817827433,1.769737722,3.0,559196.0
2014-09-10,84.25,2.54,12.88000011,237.477,196.38,2.05866437,0.829886653,3.0,559196.0
2014-09-11,84.30000305,2.54,12.80000019,237.477,196.38,1.487826627,0.422237333,3.0,771758.0
2014-09-12,84.23999786,2.62,13.31000042,237.477,196.38,0.93304894,-0.248588417,3.0,771758.0
2014-09-13,84.23999786,2.62,13.31000042,237.477,196.38,1.279525744,-0.531568703,3.0,771758.0
2014-09-14,84.23999786,2.62,13.31000042,237.477,196.38,0.874676253,-0.115690125,12.0,771758.0
2014-09-15,84.26000214,2.6,14.11999989,237.477,196.38,0.742120647,-0.074971722,12.0,771758.0
2014-09-16,84.06999969,2.6,12.72999954,237.477,196.38,1.194689893,-0.404392083,12.0,771758.0
2014-09-17,84.69999695,2.62,12.64999962,237.477,196.38,0.847812022,-0.531065194,12.0,771758.0
2014-09-18,84.31999969,2.63,12.02999973,237.477,196.38,1.042082107,-1.120030389,12.0,463989.0
2014-09-19,84.80000305,2.59,12.10999966,237.477,196.38,0.821161359,-0.299062694,12.0,463989.0
2014-09-20,84.80000305,2.59,12.10999966,237.477,196.38,1.071411997,0.556413411,12.0,463989.0
2014-09-21,84.80000305,2.59,12.10999966,237.477,196.38,2.3810071,0.550128008,25.0,463989.0
2014-09-22,84.66999817,2.57,13.68999958,237.477,196.38,2.676278533,-0.039096678,25.0,463989.0
2014-09-23,84.66000366,2.54,14.93000031,237.477,196.38,4.023704233,-0.021505353,25.0,463989.0
2014-09-24,85.05000305,2.57,13.27000046,237.477,196.38,4.671105633,-0.289419417,25.0,463989.0
2014-09-25,85.19999695,2.52,15.64000034,237.477,196.38,1.068540797,-0.617853603,25.0,554675.0
2014-09-26,85.63999939,2.54,14.85000038,237.477,196.38,0.706633403,-0.037163239,25.0,554675.0
2014-09-27,85.63999939,2.54,14.85000038,237.477,196.38,0.84649874,0.507088439,25.0,554675.0
2014-09-28,85.63999939,2.54,14.85000038,237.477,196.38,0.928814232,0.693410722,43.0,554675.0
2014-09-29,85.58999634,2.5,15.97999954,237.477,196.38,0.782389728,0.666230861,43.0,554675.0
2014-09-30,85.94000244,2.52,16.30999947,237.477,196.38,0.979398517,1.558445953,43.0,554675.0
2014-10-01,85.97000122,2.42,16.70999908,237.43,192.59,0.67933858,0.859949806,43.0,554675.0
2014-10-02,85.59999847,2.44,16.15999985,237.43,192.59,1.073595849,-0.402043311,43.0,668457.0
2014-10-03,86.69000244,2.45,14.55000019,237.43,192.59,1.844172335,-1.153295128,43.0,668457.0
2014-10-04,86.69000244,2.45,14.55000019,237.43,192.59,0.970969513,-0.784385511,43.0,668457.0
2014-10-05,86.69000244,2.45,14.55000019,237.43,192.59,0.49574495,-0.547526208,56.0,668457.0
2014-10-06,85.70999908,2.43,15.46000004,237.43,192.59,0.5587792,0.152794306,56.0,668457.0
2014-10-07,85.66999817,2.36,17.20000076,237.43,192.59,0.787877282,0.260282056,56.0,668457.0
2014-10-08,85.30000305,2.35,15.10999966,237.43,192.59,0.704203767,0.489164917,56.0,668457.0
2014-10-09,85.51999664,2.34,18.76000023,237.43,192.59,0.431193101,0.900712597,56.0,485261.0
2014-10-10,85.91000366,2.31,21.23999977,237.43,192.59,0.944682473,1.452342475,56.0,485261.0
2014-10-11,85.91000366,2.31,21.23999977,237.43,192.59,1.122188148,1.634790675,56.0,485261.0
2014-10-12,85.91000366,2.31,21.23999977,237.43,192.59,0.545628486,1.696613931,68.0,485261.0
2014-10-13,85.43000031,2.31,24.63999939,237.43,192.59,1.437687569,1.444862572,68.0,485261.0
2014-10-14,85.81999969,2.21,22.79000092,237.43,192.59,2.653248632,1.459886669,68.0,485261.0
2014-10-15,85.15000153,2.15,25.27000046,237.43,192.59,1.624485763,1.625397469,68.0,485261.0
2014-10-16,85.0,2.17,25.20000076,237.43,192.59,2.23966864,1.892858939,68.0,431700.0
2014-10-17,85.19000244,2.22,21.98999977,237.43,192.59,2.415742967,1.199167936,68.0,431700.0
2014-10-18,85.19000244,2.22,21.98999977,237.43,192.59,1.842817517,0.024216436,68.0,431700.0
2014-10-19,85.19000244,2.22,21.98999977,237.43,192.59,0.835735677,-1.175451897,76.0,431700.0
2014-10-20,84.94999695,2.2,18.56999969,237.43,192.59,0.80228202,0.713010994,76.0,431700.0
2014-10-21,85.30999756,2.23,16.07999992,237.43,192.59,1.071831277,2.06749535,76.0,431700.0
2014-10-22,85.73999786,2.25,17.87000084,237.43,192.59,1.241071897,1.212323561,76.0,431700.0
2014-10-23,85.83999634,2.29,16.53000069,237.43,192.59,2.403680157,-0.038795806,76.0,272401.0
2014-10-24,85.73000336,2.29,16.11000061,237.43,192.59,2.41313667,-0.70012338,76.0,272401.0
2014-10-25,85.73000336,2.29,16.11000061,237.43,192.59,0.65180837,-0.569612725,76.0,272401.0
2014-10-26,85.73000336,2.29,16.11000061,237.43,192.59,0.52439528,-0.401710507,84.0,272401.0
2014-10-27,85.5,2.27,16.04000092,237.43,192.59,0.325694156,-0.380481439,84.0,272401.0
2014-10-28,85.41000366,2.3,14.39000034,237.43,192.59,0.475013847,-0.361102911,84.0,272401.0
2014-10-29,85.94999695,2.34,15.14999962,237.43,192.59,0.633927644,0.120324022,84.0,272401.0
2014-10-30,86.15000153,2.32,14.52000046,237.43,192.59,0.298320104,0.430435842,84.0,154701.0
2014-10-31,86.87999725,2.35,14.02999973,237.43,192.59,0.612095538,0.193483525,84.0,154701.0
2014-11-01,86.87999725,2.35,14.02999973,236.983,192.9,0.859344457,-0.613107978,84.0,154701.0
2014-11-02,86.87999725,2.35,14.02999973,236.983,192.9,0.568722043,-1.644956086,90.0,154701.0
2014-11-03,87.30999756,2.36,14.72999954,236.983,192.9,0.658916887,-1.485904467,90.0,154701.0
2014-11-04,86.98000336,2.35,14.89000034,236.983,192.9,1.095096315,-0.445057489,90.0,154701.0
2014-11-05,87.44000244,2.36,14.17000008,236.983,192.9,1.844554867,0.008262411,90.0,154701.0
2014-11-06,88.01000214,2.39,13.67000008,236.983,192.9,1.26749627,0.570572031,90.0,315437.0
2014-11-07,87.63999939,2.32,13.11999989,236.983,192.9,0.765621172,1.108287911,90.0,315437.0
2014-11-08,87.63999939,2.32,13.11999989,236.983,192.9,0.523495347,2.039380147,90.0,315437.0
2014-11-09,87.63999939,2.32,13.11999989,236.983,192.9,0.424648127,1.851690033,93.0,315437.0
2014-11-10,87.80999756,2.38,12.67000008,236.983,192.9,0.561454638,1.293155,93.0,315437.0
2014-11-11,87.52999878,2.38,12.92000008,236.983,192.9,0.606368744,0.129435986,93.0,315437.0
2014-11-12,87.81999969,2.37,13.02000046,236.983,192.9,0.542521052,-0.28072978,93.0,315437.0
2014-11-13,87.66999817,2.35,13.78999996,236.983,192.9,0.741852997,-0.744587583,93.0,178448.0
2014-11-14,87.52999878,2.32,13.31000042,236.983,192.9,0.978390413,-1.118551474,93.0,178448.0
2014-11-15,87.52999878,2.32,13.31000042,236.983,192.9,0.834903513,-1.670145262,93.0,178448.0
2014-11-16,87.52999878,2.32,13.31000042,236.983,192.9,0.503888263,-1.917235593,95.0,178448.0
2014-11-17,87.93000031,2.34,13.98999977,236.983,192.9,2.054877717,-2.272446878,95.0,178448.0
2014-11-18,87.58000183,2.32,13.85999966,236.983,192.9,1.371325933,-2.420234112,95.0,178448.0
2014-11-19,87.65000153,2.36,13.96000004,236.983,192.9,1.129085943,-1.197190831,95.0,178448.0
2014-11-20,87.58999634,2.34,13.57999992,236.983,192.9,2.552419613,-0.671845877,95.0,517300.0
2014-11-21,88.30999756,2.31,12.89999962,236.983,192.9,1.21165731,-0.126047161,95.0,517300.0
2014-11-22,88.30999756,2.31,12.89999962,236.983,192.9,0.923461647,0.497343591,95.0,517300.0
2014-11-23,88.30999756,2.31,12.89999962,236.983,192.9,1.768005013,1.076921589,95.0,517300.0
2014-11-24,88.15000153,2.3,12.61999989,236.983,192.9,2.958361418,-0.178032851,95.0,517300.0
2014-11-25,87.91999817,2.27,12.25,236.983,192.9,1.32034877,-1.497903072,95.0,517300.0
2014-11-26,87.61000061,2.24,12.06999969,236.983,192.9,1.67904821,-2.261223794,95.0,517300.0
2014-11-27,87.61000061,2.24,12.06999969,236.983,192.9,1.598651833,-1.819603765,95.0,449551.0
2014-11-28,88.36000061,2.18,13.32999992,236.983,192.9,1.0437731,-0.883145187,95.0,449551.0
2014-11-29,88.36000061,2.18,13.32999992,236.983,192.9,1.7917639,-0.242123399,95.0,449551.0
2014-11-30,88.36000061,2.18,13.32999992,236.983,192.9,1.777492567,-0.393798961,95.0,449551.0
2014-12-01,87.94999695,2.22,14.15999985,236.252,194.9,1.30205095,-1.641144841,95.0,449551.0
2014-12-02,88.65000153,2.28,12.85000038,236.252,194.9,1.389036933,-2.056629225,95.0,449551.0
2014-12-03,88.95999908,2.29,12.5,236.252,194.9,1.8308956,-0.921398697,95.0,449551.0
2014-12-04,88.69999695,2.25,12.38000011,236.252,194.9,1.400826633,-0.714909355,95.0,330947.0
2014-12-05,89.33000183,2.31,11.89000034,236.252,194.9,1.879728233,-0.062759693,95.0,330947.0
2014-12-06,89.33000183,2.31,11.89000034,236.252,194.9,2.474485123,0.109651129,95.0,330947.0
2014-12-07,89.33000183,2.31,11.89000034,236.252,194.9,1.4435058,0.258622113,95.0,330947.0
2014-12-08,89.04000092,2.26,14.21000004,236.252,194.9,1.13295798,0.844255298,95.0,330947.0
2014-12-09,88.69000244,2.22,15.35000038,236.252,194.9,1.882835467,1.193390041,95.0,330947.0
2014-12-10,88.26999664,2.18,18.53000069,236.252,194.9,2.824028067,1.00300781,95.0,330947.0
2014-12-11,88.66000366,2.19,20.07999992,236.252,194.9,3.185181467,0.761850978,95.0,413705.0
2014-12-12,88.36000061,2.1,21.07999992,236.252,194.9,2.538929567,1.430016886,95.0,413705.0
2014-12-13,88.36000061,2.1,21.07999992,236.252,194.9,1.153681567,1.813345996,95.0,413705.0
2014-12-14,88.36000061,2.1,21.07999992,236.252,194.9,0.439371797,2.207238053,95.0,413705.0
2014-12-15,88.45999908,2.12,20.42000008,236.252,194.9,0.924974967,2.086203169,95.0,413705.0
2014-12-16,88.12999725,2.07,23.56999969,236.252,194.9,1.264632469,1.107300748,95.0,413705.0
2014-12-17,89.12999725,2.14,19.44000053,236.252,194.9,1.710079767,0.831114042,95.0,413705.0
2014-12-18,89.23999786,2.22,16.80999947,236.252,194.9,2.022872133,0.336601304,95.0,385113.0
2014-12-19,89.59999847,2.17,16.48999977,236.252,194.9,1.6793295,0.539481731,95.0,385113.0
2014-12-20,89.59999847,2.17,16.48999977,236.252,194.9,2.0903169,1.55354518,95.0,385113.0
2014-12-21,89.59999847,2.17,16.48999977,236.252,194.9,2.0368646,1.448452463,95.0,385113.0
2014-12-22,89.76999664,2.17,15.25,236.252,194.9,2.638846233,1.810767884,95.0,385113.0
2014-12-23,90.05999756,2.26,14.80000019,236.252,194.9,3.144121,1.894928882,95.0,385113.0
2014-12-24,89.97000122,2.27,14.36999989,236.252,194.9,3.807112033,1.973670544,95.0,385113.0
2014-12-25,89.97000122,2.27,14.36999989,236.252,194.9,2.727861533,1.167072451,95.0,150095.0
2014-12-26,90.02999878,2.25,14.5,236.252,194.9,1.426863287,-1.117377487,95.0,150095.0
2014-12-27,90.02999878,2.25,14.5,236.252,194.9,2.094437733,-2.871482278,95.0,150095.0
2014-12-28,90.02999878,2.25,14.5,236.252,194.9,3.099757433,-2.482497803,95.0,150095.0
2014-12-29,90.19000244,2.22,15.06000042,236.252,194.9,3.293074033,-2.987135088,95.0,150095.0
2014-12-30,89.98999786,2.2,15.92000008,236.252,194.9,2.017254833,-4.381492966,95.0,150095.0
2014-12-31,90.26999664,2.17,19.20000076,236.252,194.9,1.113998612,-5.534049126,95.0,150095.0
2015-01-01,90.26999664,2.17,19.20000076,234.747,196.0,1.311837147,-3.526195137,95.0,455994.0
2015-01-02,91.08000183,2.12,17.79000092,234.747,196.0,2.482079067,-1.567586809,95.0,455994.0
2015-01-03,91.08000183,2.12,17.79000092,234.747,196.0,3.615111067,-0.669473479,95.0,455994.0
2015-01-04,91.08000183,2.12,17.79000092,234.747,196.0,4.6943311,-1.163526691,95.0,455994.0
2015-01-05,91.37999725,2.04,19.92000008,234.747,196.0,3.466346867,-1.666829444,95.0,455994.0
2015-01-06,91.5,1.97,21.12000084,234.747,196.0,2.791665913,-2.843185745,95.0,455994.0
2015-01-07,91.88999939,1.96,19.30999947,234.747,196.0,2.710568167,-5.433897479,95.0,455994.0
2015-01-08,92.37000275,2.03,17.01000023,234.747,196.0,2.549766741,-6.123387848,95.0,225625.0
2015-01-09,91.94000244,1.98,17.54999924,234.747,196.0,3.99388632,-4.340505919,95.0,225625.0
2015-01-10,91.94000244,1.98,17.54999924,234.747,196.0,3.43018358,-2.477603363,95.0,225625.0
2015-01-11,91.94000244,1.98,17.54999924,234.747,196.0,2.32039115,-0.855943348,95.0,225625.0
2015-01-12,91.98000336,1.92,19.60000038,234.747,196.0,2.9442183,-0.161076312,95.0,225625.0
2015-01-13,92.30999756,1.91,20.55999947,234.747,196.0,2.589310013,0.017828112,95.0,225625.0
2015-01-14,92.16000366,1.86,21.47999954,234.747,196.0,1.567365522,-0.007091294,95.0,225625.0
2015-01-15,92.34999847,1.77,22.38999939,234.747,196.0,1.712603287,-0.166259124,95.0,279137.0
2015-01-16,92.51999664,1.83,20.95000076,234.747,196.0,1.569333413,0.188678593,95.0,279137.0
2015-01-17,92.51999664,1.83,20.95000076,234.747,196.0,1.240597524,0.693336746,95.0,279137.0
2015-01-18,92.51999664,1.83,20.95000076,234.747,196.0,1.4734141,0.996205339,95.0,279137.0
2015-01-19,92.51999664,1.83,20.95000076,234.747,196.0,1.6484089,1.596972311,95.0,279137.0
2015-01-20,93.05000305,1.82,19.88999939,234.747,196.0,1.405188033,1.936308756,95.0,279137.0
2015-01-21,92.90000153,1.87,18.85000038,234.747,196.0,1.590970267,0.997333545,95.0,279137.0
2015-01-22,94.23999786,1.9,16.39999962,234.747,196.0,1.902074723,0.359511293,95.0,340481.0
2015-01-23,95.0,1.81,16.65999985,234.747,196.0,2.052204633,0.631711341,95.0,340481.0
2015-01-24,95.0,1.81,16.65999985,234.747,196.0,2.150231767,0.587230599,95.0,340481.0
2015-01-25,95.0,1.81,16.65999985,234.747,196.0,1.462640833,-0.52498395,95.0,340481.0
2015-01-26,94.80000305,1.83,15.52000046,234.747,196.0,1.717937933,-0.839579617,95.0,340481.0
2015-01-27,94.01999664,1.83,17.21999931,234.747,196.0,2.041328233,-0.91873811,95.0,340481.0
2015-01-28,94.47000122,1.73,20.44000053,234.747,196.0,1.298836473,-1.256916723,95.0,340481.0
2015-01-29,94.77999878,1.77,18.76000023,234.747,196.0,1.11384818,-1.242158594,95.0,439621.0
2015-01-30,94.80000305,1.68,20.96999931,234.747,196.0,1.173086583,-0.627693489,95.0,439621.0
2015-01-31,94.80000305,1.68,20.96999931,234.747,196.0,2.5813348,0.10564047,95.0,439621.0
2015-02-01,94.80000305,1.68,20.96999931,235.342,197.85,3.765228,-0.744185278,95.0,439621.0
2015-02-02,94.5,1.68,19.43000031,235.342,197.85,3.222074833,-1.047933357,95.0,439621.0
2015-02-03,93.59999847,1.79,17.32999992,235.342,197.85,2.188119367,-1.361690414,95.0,439621.0
2015-02-04,93.98999786,1.81,18.32999992,235.342,197.85,1.024393233,-1.565079467,95.0,439621.0
2015-02-05,94.69999695,1.83,16.85000038,235.342,197.85,1.594463067,-1.134961745,95.0,373786.0
2015-02-06,94.69999695,1.95,17.29000092,235.342,197.85,0.95569865,-0.716400585,95.0,373786.0
2015-02-07,94.69999695,1.95,17.29000092,235.342,197.85,1.567837533,-0.536213887,95.0,373786.0
2015-02-08,94.69999695,1.95,17.29000092,235.342,197.85,1.121022267,0.490898557,95.0,373786.0
