Date,Open,High,Low,Close,Adj Close,Volume,Return,Log_Return,Ret_Lag_1,Ret_Lag_2,Ret_Lag_3,Ret_Lag_5,Ret_Lag_10,Daily_Range_Pct,Close_to_MA_5,Close_to_MA_10,Close_to_MA_20,Close_to_MA_50,Close_to_EMA_10,Close_to_EMA_20,Rolling_Std_10,Rolling_Std_20,RSI_14,MACD_Pct,Volume_to_MA_10,Target_Close_Next,Target_Return_Next,Target_Direction,USD_Index,US_10Y_Yield,VIX,CPI_Inflation,USDA_WASDE_Stocks,Precipitation_KeyRegions,Temperature_Anomaly_KeyRegions,Planting_Progress_Pct,Export_Sales
2014-06-16,586.0,594.75,580.25,581.0,581.0,43308.0,-0.0085324232081911,-0.0085690327251014,0.001281503630927,-0.006788290199406,-0.0199584199584199,-0.0093004448038819,-0.0103626943005181,0.0249569707401032,0.9871718630532664,0.9673257023933404,0.9321727969194978,0.8734018324902475,0.9671979481517736,0.9359661478084346,0.0121667481925578,0.0090130926139144,21.024201101433874,-0.0049778581689715,0.7167113494191124,581.75,0.0012908777969018,1.0,80.47000122,2.61,12.64999962,237.231,188.61,1.004291187,-1.445675564,95.0,523815.0
2014-06-17,581.0,584.75,576.75,581.75,581.75,54988.0,0.0012908777969018,0.0012900453304898,-0.0085324232081911,0.001281503630927,-0.006788290199406,-0.0183673469387755,-0.013290374546919,0.0137516115169746,0.9950397673821944,0.9735586980169024,0.9400690811400408,0.8771466911931004,0.974034521656736,0.9428156027027212,0.012140167115054,0.0092171718529004,21.701423172471834,-0.0040112428604195,0.9108497598144624,587.0,0.0090244950580145,1.0,80.62999725,2.66,12.06000042,237.231,188.61,2.0571326,-0.968876103,95.0,523815.0
2014-06-18,582.0,598.0,581.5,587.0,587.0,54897.0,0.0090244950580145,0.0089840176456952,0.0012908777969018,-0.0085324232081911,0.001281503630927,-0.0199584199584199,0.003265306122449,0.0281090289608177,1.0047928791509757,0.9868863483523874,0.9545103459490224,0.8872564579271149,0.9859034543098696,0.9557547309251274,0.0127031421824998,0.0098674668,26.45553910322998,-0.0022501819264991,0.8964078045626076,593.5,0.0110732538330493,1.0,80.58000183,2.61,10.60999966,237.231,188.61,1.883567157,-0.972603628,95.0,523815.0
2014-06-19,586.25,596.5,585.75,593.5,593.5,45051.0,0.0110732538330493,0.0110123942216262,0.0090244950580145,0.0012908777969018,-0.0085324232081911,-0.006788290199406,-0.0142392188771358,0.0181128896377422,1.013057949987198,0.9998736469696332,0.9702666802901808,0.898949584605015,0.9973971791711064,0.9694459929721144,0.0130626510825752,0.0105784405235179,31.96356748701397,1.034029461866664e-05,0.7441968798937376,585.25,-0.0139005897219881,0.0,80.31999969,2.64,10.61999989,237.231,188.61,1.752214727,-0.946690551,95.0,586981.0
2014-06-20,593.25,594.5,582.75,585.25,585.25,36985.0,-0.0139005897219881,-0.0139981076787025,0.0110732538330493,0.0090244950580145,0.0012908777969018,0.001281503630927,0.0206355757325629,0.0200768902178556,0.99923168857777,0.9914870187624412,0.962067973533884,0.8884722527952149,0.9864863515484616,0.9599956927533186,0.0107917352013391,0.0107014606674243,28.995324505099163,0.0008872215516339,0.6417864864770956,579.75,-0.0093976932934642,0.0,80.37000275,2.63,10.85000038,237.231,188.61,2.000030283,-0.312176521,95.0,586981.0
2014-06-23,585.0,593.0,577.75,579.75,579.75,30687.0,-0.0093976932934642,-0.009442130235379,-0.0139005897219881,0.0110732538330493,0.0090244950580145,-0.0085324232081911,-0.0093004448038819,0.026304441569642,0.9902638995644376,0.987649063032368,0.9587596899224806,0.8827761578109892,0.9812807168371348,0.955435015007288,0.0107956659210013,0.0106595256600051,27.18300371296351,0.0011550599529224,0.5670868952976422,571.0,-0.0150927123760241,0.0,80.26000214,2.63,10.97999954,237.231,188.61,1.636680867,-0.914278397,95.0,586981.0
2014-06-24,579.75,580.0,570.0,571.0,571.0,19846.0,-0.0150927123760241,-0.0152077664796308,-0.0093976932934642,-0.0139005897219881,0.0110732538330493,0.0012908777969018,-0.0183673469387755,0.0175131348511383,0.9789130807474714,0.9777815831157156,0.94978688013307,0.8729285146456308,0.9723985306947934,0.9463310446230856,0.0104020390739631,0.0105264029710414,24.55362706504316,0.0006582981287877,0.4038081595862136,575.5,0.0078809106830122,1.0,80.33000183,2.59,12.13000011,237.231,188.61,1.84495795,-1.146586103,95.0,586981.0
2014-06-25,570.0,576.0,567.75,575.5,575.5,18551.0,0.0078809106830122,0.007850018505927,-0.0150927123760241,-0.0093976932934642,-0.0139005897219881,0.0090244950580145,-0.0199584199584199,0.0143353605560382,0.9905335628227194,0.987813250944044,0.9623343505706284,0.8828447389816988,0.9836276712966566,0.9580052221146512,0.0096841813100649,0.0109514376456297,28.38997783596676,0.0011535496236827,0.4271658212079178,582.25,0.0117289313640311,1.0,80.22000122,2.57,11.59000015,237.231,188.61,2.383823287,-0.783587974,95.0,586981.0
2014-06-26,575.5,584.25,572.75,582.25,582.25,24910.0,0.0117289313640311,0.0116606806025129,0.0078809106830122,-0.0150927123760241,-0.0093976932934642,0.0110732538330493,-0.006788290199406,0.0197509660798626,1.006047516198704,0.999914133608106,0.9777292668080014,0.8961966476319475,0.9960402600545976,0.9720892100050224,0.0104723060705379,0.0115136704935786,33.825561106344736,0.0024790886687458,0.6299280299007028,585.25,0.0051524259338771,1.0,80.23000336,2.53,11.63000011,237.231,188.61,3.820115567,-0.898431641,95.0,335458.0
2014-06-27,580.0,590.0,577.25,585.25,585.25,15852.0,0.0051524259338771,0.0051391976065696,0.0117289313640311,0.0078809106830122,-0.0150927123760241,-0.0139005897219881,0.001281503630927,0.0217855617257582,1.0112311015118791,1.005195585898922,0.9862448128409832,0.9037632997204936,1.0009589368366465,0.9792336923065668,0.010614583633083,0.0116455727553771,36.145445738953,0.0038405543691825,0.4593783960008561,564.75,-0.0350277659120034,0.0,80.04000092,2.54,11.26000023,237.231,188.61,3.099128353,-1.076931769,95.0,335458.0
2014-06-30,583.5,584.25,555.75,564.75,564.75,5942.0,-0.0350277659120034,-0.0356559510229074,0.0051524259338771,0.0117289313640311,0.0078809106830122,-0.0093976932934642,-0.0085324232081911,0.0504648074369189,0.980894485453756,0.9727006544953496,0.9562107134542532,0.8749031758326878,0.9719239373006332,0.9499151016027442,0.0152529510243392,0.0135693934543314,28.732825574647062,0.0026921195014573,0.1931045240795623,559.75,-0.0088534749889331,0.0,79.77999878,2.53,11.56999969,237.231,188.61,1.067421123,-0.48277859,95.0,335458.0
2014-07-01,564.75,566.25,557.25,559.75,559.75,1069.0,-0.0088534749889331,-0.0088928998692484,-0.0350277659120034,0.0051524259338771,0.0117289313640311,-0.0150927123760241,0.0012908777969018,0.0160786065207682,0.9760244115082825,0.967755878284924,0.9519962583443172,0.8702107316921498,0.9697867998620704,0.9467795108898904,0.015293341061227,0.013456117421369,27.264197879779204,0.0015309640385532,0.0421214389849859,561.75,0.0035730236712818,1.0,79.81999969,2.58,11.14999962,237.498,189.54,2.020843687,-0.381441692,95.0,335458.0
2014-07-02,560.75,562.75,555.5,561.75,561.75,1272.0,0.0035730236712818,0.0035666555865743,-0.0088534749889331,-0.0350277659120034,0.0051524259338771,0.0078809106830122,0.0090244950580145,0.0129060970182465,0.9842312746386334,0.9754721076622532,0.9597027356012556,0.876447093331669,0.9780082146606044,0.9546937735270006,0.0148792896024925,0.0134655234788965,28.83119333106372,0.0012694869461348,0.0635475732520638,568.0,0.0111259457053849,1.0,79.95999908,2.64,10.81999969,237.498,189.54,0.794725207,-0.689932013,95.0,335458.0
2014-07-03,561.75,568.75,559.75,568.0,568.0,517.0,0.0111259457053849,0.0110645076557127,0.0035730236712818,-0.0088534749889331,-0.0350277659120034,0.0117289313640311,0.0110732538330493,0.0158450704225352,1.0001760873393204,0.9907120743034056,0.973519581797926,0.8895571007955898,0.9908911746410743,0.9685149127525404,0.0148853413540638,0.0136819091076459,33.64230565076403,0.0020635957370694,0.0332196027783646,568.0,0.0,0.0,80.20999908,2.65,10.31999969,237.498,189.54,1.873976305,-0.887887205,95.0,394738.0
2014-07-04,561.75,568.75,559.75,568.0,568.0,517.0,0.0,0.0,0.0111259457053849,0.0035730236712818,-0.0088534749889331,0.0051524259338771,-0.0139005897219881,0.0158450704225352,1.0062893081761006,0.99370188943317,0.9777299623453468,0.8932573225869864,0.9925349614823054,0.971427816519944,0.0145320759292385,0.012525145271263,33.64230565076403,0.0027875842461443,0.0433859503369298,545.0,-0.0404929577464788,0.0,80.20999908,2.65,10.31999969,237.498,189.54,1.298018827,-0.365223244,95.0,394738.0
2014-07-07,567.25,567.25,545.0,545.0,545.0,220.0,-0.0404929577464788,-0.0413356240579072,0.0,0.0111259457053849,0.0035730236712818,-0.0350277659120034,-0.0093976932934642,0.0408256880733945,0.9723461195361284,0.9592959295929592,0.943620820257548,0.8612924127250028,0.9606681630380208,0.9381593245123774,0.0187838794774626,0.0149139055908277,26.10930090469209,0.0008654394265554,0.0248038242987254,545.25,0.0004587155963302,1.0,80.22000122,2.63,11.32999992,237.498,189.54,1.453871117,0.499081436,95.0,394738.0
2014-07-08,549.0,549.5,545.25,545.25,545.25,138.0,0.0004587155963302,0.0004586104184943,-0.0404929577464788,0.0,0.0111259457053849,-0.0088534749889331,-0.0150927123760241,0.0077945896377808,0.977851506456241,0.964105737777385,0.9486527043778952,0.8661429830901567,0.9679533514243128,0.9441114052343542,0.0185902534151007,0.0146652862486738,26.30246761845997,-9.827911718175074e-05,0.0200034788658868,539.5,-0.0105456212746446,0.0,80.18000031,2.58,11.97999954,237.498,189.54,2.3691691,0.490082856,95.0,394738.0
2014-07-09,545.75,545.75,537.0,539.5,539.5,219.0,-0.0105456212746446,-0.010601620383549,0.0004587155963302,-0.0404929577464788,0.0,0.0035730236712818,0.0078809106830122,0.0162187210379981,0.9753231492361928,0.9600498264970192,0.9427285832860076,0.8617591387200602,0.965160628174891,0.9400501590216516,0.0181404944482105,0.0142987531929527,24.7028987134638,-0.0010500886815133,0.043232785849644,536.75,-0.005097312326228,0.0,79.98999786,2.57,11.64999962,237.498,189.54,2.347886753,-0.094317541,95.0,394738.0
2014-07-10,542.75,543.5,535.25,536.75,536.75,108.0,-0.005097312326228,-0.0051103479392989,-0.0105456212746446,0.0004587155963302,-0.0404929577464788,0.0111259457053849,0.0117289313640311,0.015370284117373,0.981440848418358,0.9629529960531036,0.9419145389137492,0.8618267354950587,0.9672329591969177,0.9410608830215972,0.017030009154197,0.0142882739398815,23.95264279706524,-0.0015875305256323,0.0417730331863379,514.75,-0.0409874243129948,0.0,80.12999725,2.55,12.59000015,237.498,189.54,1.87935281,-0.502384103,95.0,413250.0
2014-07-11,536.75,536.75,514.75,514.75,514.75,107.0,-0.0409874243129948,-0.0418510908509915,-0.005097312326228,-0.0105456212746446,0.0004587155963302,0.0,0.0051524259338771,0.0427391937833899,0.95990675990676,0.9353138911601708,0.9089905745756351,0.8316570939259545,0.939963867192863,0.9109489682808894,0.0191925615834014,0.0164018514273058,18.985032428732,-0.0042870684094094,0.1058462755958988,549.75,0.0679941719281205,1.0,80.19000244,2.53,12.07999992,237.498,189.54,3.21911075,-0.238324936,95.0,413250.0
2014-07-14,516.25,549.75,516.25,549.75,549.75,44745.0,0.0679941719281205,0.0657822835269718,-0.0409874243129948,-0.005097312326228,-0.0105456212746446,-0.0404929577464788,-0.0350277659120034,0.0609367894497498,1.023361876396128,1.0016397922929765,0.9734826685554916,0.893154512887582,1.0031689838484763,0.9754067646483549,0.0302638371683904,0.0233260168488043,40.224634436724045,-0.0009419859015627,9.14806182531707,537.75,-0.0218281036834925,0.0,80.19000244,2.55,11.81999969,237.498,189.54,2.0394355,-0.191502333,95.0,413250.0
2014-07-15,538.0,539.5,530.5,537.75,537.75,37907.0,-0.0218281036834925,-0.0220698612870311,0.0679941719281205,-0.0409874243129948,-0.005097312326228,0.0004587155963302,-0.0088534749889331,0.0167364016736401,1.0038267687138325,0.9837190158236532,0.9559575129994224,0.8792008305607102,0.9846244955833764,0.9583032255184568,0.0308493067550113,0.0236979058655585,36.67451192837678,-1.5021439044848102e-05,4.420641399416394,538.0,0.00046490004649,1.0,80.38999939,2.56,11.96000004,237.498,189.54,1.71110712,0.256392859,95.0,413250.0
2014-07-16,537.0,544.75,535.75,538.0,538.0,32658.0,0.00046490004649,0.000464792013945,-0.0218281036834925,0.0679941719281205,-0.0409874243129948,-0.0105456212746446,0.0035730236712818,0.0167286245353159,1.0048561822936124,0.9884709016581692,0.9605856358523412,0.8851595919710432,0.9877613711220592,0.9625302249097432,0.0307848217342337,0.0235334801519984,36.79965710474527,0.0009622768924057,2.788041251194953,550.75,0.0236988847583643,1.0,80.55999756,2.55,11.0,237.498,189.54,1.5850318,0.611241833,95.0,413250.0
2014-07-17,538.0,561.75,530.75,550.75,550.75,88501.0,0.0236988847583643,0.0234224255206681,0.00046490004649,-0.0218281036834925,0.0679941719281205,-0.005097312326228,0.0111259457053849,0.0562868815251929,1.0233184689706427,1.0151138143949867,0.9871177327209588,0.9114152379691536,1.0091207422671835,0.9867186599400454,0.031709141036246,0.0241235421770812,42.98777293858773,0.00330911850215,4.314596333853144,532.25,-0.0335905583295506,0.0,80.51999664,2.47,14.53999996,237.498,189.54,1.922226067,0.22210691,95.0,551748.0
2014-07-18,552.5,555.75,531.0,532.25,532.25,52234.0,-0.0335905583295506,-0.0341676819088636,0.0236988847583643,0.00046490004649,-0.0218281036834925,-0.0409874243129948,0.0,0.0465007045561296,0.9825549196972492,0.9875226123660652,0.9585124822726966,0.8861307427848396,0.9796368432050676,0.9578091844413456,0.033145805674279,0.0249594694302937,37.28348172072208,0.0029097262761782,2.033741244446788,530.0,-0.0042273367778299,0.0,80.51999664,2.5,12.06000042,237.498,189.54,2.044165557,-0.370000115,95.0,551748.0
2014-07-21,530.5,531.25,523.75,530.0,530.0,36058.0,-0.0042273367778299,-0.0042362972274213,-0.0335905583295506,0.0236988847583643,0.00046490004649,0.0679941719281205,-0.0404929577464788,0.0141509433962264,0.98558809855881,0.9860923763895996,0.9587554269175108,0.88757148718464,0.979861210615396,0.9579789407620208,0.0308565080636382,0.0249321980682999,36.64656090802407,0.0025157334497994,1.232015033740455,524.5,-0.010377358490566,0.0,80.55999756,2.49,12.81000042,237.498,189.54,1.608866333,0.726301808,95.0,551748.0
2014-07-22,529.5,536.75,524.0,524.5,524.5,35671.0,-0.010377358490566,-0.0104315787098157,-0.0042273367778299,-0.0335905583295506,0.0236988847583643,-0.0218281036834925,0.0004587155963302,0.0243088655862726,0.9801906185759672,0.9796413896152408,0.9528134792679048,0.8835544325121079,0.975065835327118,0.9527526275456404,0.0309364551037213,0.0248457499925956,35.06944808021095,0.0018216265036989,1.0868412713888422,530.75,0.0119161105815062,1.0,80.77999878,2.48,12.23999977,237.498,189.54,1.983979377,0.524550397,95.0,551748.0
2014-07-23,524.5,531.0,520.25,530.75,530.75,33126.0,0.0119161105815062,0.0118456727470136,-0.010377358490566,-0.0042273367778299,-0.0335905583295506,0.00046490004649,-0.0105456212746446,0.0202543570419218,0.9945657265998314,0.992937654927272,0.9681023279144532,0.8986319460905489,0.9890793297812488,0.9674128355373068,0.0311784751397086,0.0249629654766272,38.31800131873332,0.0023422798652476,0.9173255057252976,528.75,-0.0037682524729156,0.0,80.80999756,2.48,11.52000046,237.498,189.54,2.343937883,0.2442465,95.0,551748.0
2014-07-24,530.5,542.25,526.0,528.75,528.75,56461.0,-0.0037682524729156,-0.0037753702228777,0.0119161105815062,-0.010377358490566,-0.0042273367778299,0.0236988847583643,-0.005097312326228,0.0307328605200945,0.9990552668871044,0.9906787203147688,0.9691831824951312,0.8998008951210796,0.9879834573847968,0.967104592438095,0.0311628608913509,0.0246964414370333,37.66853845141407,0.0026546972284902,1.3524629432674755,538.0,0.0174940898345152,1.0,80.87000275,2.52,11.84000015,237.498,189.54,2.213250783,0.386042192,95.0,419585.0
2014-07-25,528.75,538.5,526.5,538.0,538.0,42238.0,0.0174940898345152,0.0173428298012966,-0.0037682524729156,0.0119161105815062,-0.010377358490566,-0.0335905583295506,-0.0409874243129948,0.0223048327137546,1.0143288084464557,1.003637720361907,0.9904270986745212,0.9198074901052308,1.0043055092385982,0.9855227778539424,0.0281846867424899,0.0251017230097547,42.52094847434129,0.0040720749869549,0.919018535723513,534.75,-0.0060408921933085,0.0,81.02999878,2.48,12.68999958,237.498,189.54,1.153618,0.535672692,95.0,419585.0
2014-07-28,538.0,543.25,532.0,534.75,534.75,33877.0,-0.0060408921933085,-0.0060592121992693,0.0174940898345152,-0.0037682524729156,0.0119161105815062,-0.0042273367778299,0.0679941719281205,0.0210378681626928,1.006398795520843,1.0003741464783464,0.9871700203064426,0.9186408067203792,0.998558399355035,0.9814790804664716,0.0173908754532596,0.0240237502849009,41.304281922623616,0.0047249112761656,0.7549511845626723,520.0,-0.0275829827021972,0.0,81.02999878,2.5,12.56000042,237.498,189.54,1.51692518,0.539254744,95.0,419585.0
2014-07-29,534.5,535.75,518.5,520.0,520.0,52042.0,-0.0275829827021972,-0.0279705363870419,-0.0060408921933085,0.0174940898345152,-0.0037682524729156,-0.010377358490566,-0.0218281036834925,0.0331730769230769,0.9802997454991044,0.9760217727933932,0.9634759246821224,0.8979450872042825,0.9761595089104336,0.95856925390715,0.0181744722832233,0.0246433905767629,36.23659936651224,0.0035046577723361,1.1243426823313634,527.25,0.0139423076923077,1.0,81.20999908,2.47,13.27999973,237.498,189.54,1.35979738,0.462127,95.0,419585.0
2014-07-30,521.25,529.0,519.75,527.25,527.25,51667.0,0.0139423076923077,0.0138460077834109,-0.0275829827021972,-0.0060408921933085,0.0174940898345152,0.0119161105815062,0.00046490004649,0.0175438596491228,0.9952807928268051,0.991630618769983,0.98004135783824,0.9147928378097022,0.9916139306949372,0.9745388245570324,0.0189593197895132,0.0249052940986987,40.12516409011842,0.0036093663403607,1.072207522697773,530.25,0.0056899004267425,1.0,81.41999817,2.57,13.32999992,237.498,189.54,0.900330693,0.879443962,95.0,419585.0
2014-07-31,527.0,536.25,523.5,530.25,530.25,59662.0,0.0056899004267425,0.0056737740859078,0.0139423076923077,-0.0275829827021972,-0.0060408921933085,-0.0037682524729156,0.0236988847583643,0.024045261669024,1.000377322894067,1.00113282356273,0.9890878567431448,0.9241346857680643,0.9977538828025168,0.9819463856345124,0.0170184373041839,0.0247738018850452,41.70927380921945,0.0041410450530422,1.3169372853371186,534.25,0.0075436115040075,1.0,81.45999908,2.58,16.95000076,237.498,189.54,1.2926582,1.212810403,95.0,415243.0
2014-08-01,531.0,544.0,530.5,534.25,534.25,60735.0,0.0075436115040075,0.0075153007544651,0.0056899004267425,0.0139423076923077,-0.0275829827021972,0.0174940898345152,-0.0335905583295506,0.0252690687880205,1.009351974305687,1.0083042370482211,0.9996959277711506,0.9349597052930008,1.0043163062993112,0.9903579544705974,0.0136083012567131,0.0248813804038758,43.84266658342297,0.0049882417056178,1.3159291671090008,544.0,0.0182498830135704,1.0,81.30000305,2.52,17.03000069,237.46,192.96,1.099180137,0.810102931,95.0,415243.0
2014-08-04,534.75,553.25,534.25,544.0,544.0,55273.0,0.0182498830135704,0.0180853526566856,0.0075436115040075,0.0056899004267425,0.0139423076923077,-0.0060408921933085,-0.0042273367778299,0.0349264705882352,1.0241927892309142,1.024,1.018035509602564,0.955651784381066,1.018451725034436,1.007622714611753,0.0145705471601923,0.0236292428981757,48.76496251278347,0.0065827414762425,1.1497196059506536,552.5,0.015625,1.0,81.33000183,2.51,15.11999989,237.46,192.96,0.97940042,1.137177639,95.0,415243.0
2014-08-05,543.75,554.25,538.0,552.5,552.5,51203.0,0.015625,0.0155041865359652,0.0182498830135704,0.0075436115040075,0.0056899004267425,-0.0275829827021972,-0.010377358490566,0.0294117647058823,1.0276201990142286,1.0345473270293044,1.033241385759035,0.973611172298339,1.0279422569062031,1.0210944642830382,0.0142936981273125,0.0238810031602625,52.66063687141573,0.0084003366776867,1.031727801017139,568.0,0.0280542986425338,1.0,81.51999664,2.49,16.87000084,237.46,192.96,1.359790953,0.557624194,95.0,415243.0
2014-08-06,553.0,572.0,552.75,568.0,568.0,83170.0,0.0280542986425338,0.0276679853292433,0.015625,0.0182498830135704,0.0075436115040075,0.0139423076923077,0.0119161105815062,0.0338908450704225,1.040674239648223,1.0562038027055924,1.0594050172526346,1.0034271985301912,1.045982031121066,1.0447911732246915,0.0159391459010861,0.0244576842757423,58.81092033277366,0.0108666703963396,1.5223455506581849,561.5,-0.0114436619718309,0.0,81.44000244,2.49,16.37000084,237.46,192.96,1.4919996,0.806145806,95.0,415243.0
2014-08-07,568.0,568.25,558.5,561.5,561.5,80800.0,-0.0114436619718309,-0.0115096445426534,0.0280542986425338,0.015625,0.0182498830135704,0.0056899004267425,-0.0037682524729156,0.0173642030276046,1.017118014672584,1.0377968764439516,1.044869856481589,0.9944389345423632,1.0276571037209936,1.0296151886797065,0.0166787029452318,0.0246070518627275,55.5515391088952,0.0115764724846273,1.4158870234304524,549.25,-0.0218165627782724,0.0,81.51999664,2.43,16.65999985,237.46,192.96,1.372040847,1.103263125,95.0,498935.0
2014-08-08,561.0,561.5,547.0,549.25,549.25,74816.0,-0.0218165627782724,-0.0220580629137782,-0.0114436619718309,0.0280542986425338,0.015625,0.0075436115040075,0.0174940898345152,0.0263996358670914,0.9895504909467616,1.013049292202702,1.018804052957407,0.975438658805143,1.004280871166433,1.0064669262664565,0.0182658387573756,0.0231525961282257,49.934757427645046,0.0103323333161388,1.2402257789123616,546.5,-0.0050068274920346,0.0,81.38999939,2.44,15.77000046,237.46,192.96,1.058408273,1.36046175,95.0,498935.0
