Date,OPEC_Production
2002-03-31,26.665409
2002-04-30,25.242125
2002-05-31,26.170482
2002-06-30,25.982327
2002-07-31,27.134387999999998
2002-08-31,26.865823
2002-09-30,27.237605
2002-10-31,27.882855
2002-11-30,28.086961
2002-12-31,26.984247
2003-01-31,28.713322
2003-02-28,29.763652999999998
2003-03-31,29.793495999999998
2003-04-30,28.773941
2003-05-31,28.856537
2003-06-30,28.770245
2003-07-31,28.738566
2003-08-31,29.455621
2003-09-30,29.272016999999998
2003-10-31,30.170199
2003-11-30,30.392544
2003-12-31,30.668626
2004-01-31,30.219629
2004-02-29,30.213407
2004-03-31,30.76446
2004-04-30,30.293777
2004-05-31,30.863957
2004-06-30,31.870371
2004-07-31,32.154103
2004-08-31,31.853495
2004-09-30,32.279008999999995
2004-10-31,32.560100999999996
2004-11-30,32.263818
2004-12-31,32.301964
2005-01-31,31.912974
2005-02-28,32.598243
2005-03-31,32.317031
2005-04-30,32.754364
2005-05-31,32.934879
2005-06-30,32.792102
2005-07-31,33.096254
2005-08-31,33.149541
2005-09-30,32.587579
2005-10-31,32.906011
2005-11-30,32.900877
2005-12-31,32.905027000000004
2006-01-31,32.734165000000004
2006-02-28,33.165364000000004
2006-03-31,33.102633999999995
2006-04-30,32.542616
2006-05-31,32.452822
2006-06-30,33.116514
2006-07-31,33.481182000000004
2006-08-31,33.205903
2006-09-30,32.974314
2006-10-31,32.758672
2006-11-30,32.46047
2006-12-31,32.052724999999995
2007-01-31,31.947028
2007-02-28,32.020759999999996
2007-03-31,32.096393
2007-04-30,32.037481
2007-05-31,31.847894
2007-06-30,31.86708
2007-07-31,32.512345
2007-08-31,32.085836
2007-09-30,32.644183
2007-10-31,33.132919
2007-11-30,32.709805
2007-12-31,33.0167
2008-01-31,33.1860116
2008-02-29,33.2649796
2008-03-31,33.4739426
2008-04-30,33.1748986
2008-05-31,33.480931600000005
2008-06-30,33.618762600000004
2008-07-31,34.0051586
2008-08-31,33.892163599999996
2008-09-30,33.6579206
2008-10-31,33.5781906
2008-11-30,32.8814566
2008-12-31,32.296814600000005
2009-01-31,31.37824401
2009-02-28,31.35979401
2009-03-31,31.316281009999997
2009-04-30,31.53775001
2009-05-31,31.60810301
2009-06-30,31.70887101
2009-07-31,31.92722601
2009-08-31,31.98315701
2009-09-30,31.94225501
2009-10-31,31.95387701
2009-11-30,31.993689009999997
2009-12-31,31.99101701
2010-01-31,31.329196815499998
2010-02-28,31.4074388155
2010-03-31,31.321666815500002
2010-04-30,31.308511815499998
2010-05-31,31.2607158155
2010-06-30,31.4916668155
2010-07-31,31.3353398155
2010-08-31,31.402653815500003
2010-09-30,31.5068178155
2010-10-31,31.495528815500002
2010-11-30,31.4822998155
2010-12-31,31.6667028155
2011-01-31,32.6372130407
2011-02-28,32.5953290407
2011-03-31,31.2593130407
2011-04-30,31.372733040700002
2011-05-31,31.601328040699997
2011-06-30,32.2114240407
2011-07-31,32.4916090407
2011-08-31,32.5315160407
2011-09-30,32.5335850407
2011-10-31,32.3284010407
2011-11-30,33.0485070407
2011-12-31,33.0943510407
2012-01-31,33.457691857700006
2012-02-29,33.7012138577
2012-03-31,34.092489857699995
2012-04-30,34.270312857700006
2012-05-31,33.9162988577
2012-06-30,34.045208857700004
2012-07-31,33.995744857700004
2012-08-31,34.0713808577
2012-09-30,33.9021498577
2012-10-31,33.3540458577
2012-11-30,33.3583088577
2012-12-31,32.9681248577
2013-01-31,32.6101359694
2013-02-28,32.6007359694
2013-03-31,32.6697149694
2013-04-30,33.1264619694
2013-05-31,33.023956969400004
2013-06-30,32.9579039694
2013-07-31,33.175966969399994
2013-08-31,33.137642969400005
2013-09-30,32.3412939694
2013-10-31,32.3721119694
2013-11-30,31.8408379694
2013-12-31,32.0325189694
2014-01-31,32.7774074539
2014-02-28,32.8297544539
2014-03-31,32.3320514539
2014-04-30,32.0820364539
2014-05-31,32.4384214539
2014-06-30,32.4553734539
2014-07-31,32.6788004539
2014-08-31,32.8957364539
2014-09-30,33.2346714539
2014-10-31,33.5513264539
2014-11-30,33.0437884539
2014-12-31,33.3782994539
2015-01-31,32.883218687100005
2015-02-28,32.8087426871
2015-03-31,33.6008986871
2015-04-30,33.791861687099995
2015-05-31,34.0285456871
2015-06-30,34.370878687099996
2015-07-31,34.5123356871
2015-08-31,34.18621368709999
2015-09-30,34.5417486871
2015-10-31,34.3161716871
2015-11-30,34.457012687100004
2015-12-31,34.5108106871
2016-01-31,34.940540999999996
2016-02-29,34.458366000000005
2016-03-31,34.597774
2016-04-30,34.815903
2016-05-31,34.697451
2016-06-30,35.122892
2016-07-31,35.284971
2016-08-31,35.177507
2016-09-30,35.233343
2016-10-31,35.744697
2016-11-30,36.105360999999995
2016-12-31,35.877904
2017-01-31,35.45089250674253
2017-02-28,35.27928222007998
2017-03-31,34.93615734235748
2017-04-30,34.96877397182765
2017-05-31,35.483532870420404
2017-06-30,35.914920697069476
2017-07-31,36.13391069951679
2017-08-31,35.97549918666267
2017-09-30,36.10280517685955
2017-10-31,35.86920457153285
2017-11-30,35.71922527870923
2017-12-31,35.50805767696033
2018-01-31,35.76420735255867
2018-02-28,35.61624733637915
2018-03-31,35.47736724277939
2018-04-30,35.44677299985557
2018-05-31,35.323210347799446
2018-06-30,35.353963349976816
2018-07-31,35.39030497650162
2018-08-31,35.623198934306856
2018-09-30,35.73634735168768
2018-10-31,35.90106389041406
2018-11-30,35.6167183585044
2018-12-31,34.863046352399714
2019-01-31,34.05317353988269
2019-02-28,34.14632825710905
2019-03-31,33.684373789917395
2019-04-30,33.765924325938265
2019-05-31,33.42213548370623
2019-06-30,33.56619868738571
2019-07-31,33.15167561963576
2019-08-31,33.33060835705377
2019-09-30,31.804072024992937
2019-10-31,33.24355403529375
2019-11-30,33.17416641873354
2019-12-31,32.96580442345887
2020-01-31,32.6418670167718
2020-02-29,31.99795757492992
2020-03-31,32.074734848923725
2020-04-30,34.207086644321016
2020-05-31,28.165612578673226
2020-06-30,26.25830086301988
2020-07-31,26.95602314600622
2020-08-31,27.91712389702366
2020-09-30,27.85215808902487
2020-10-31,28.331080087137927
2020-11-30,29.065032031823886
2020-12-31,29.29747426570112
2021-01-31,29.452542314763864
2021-02-28,29.038190511773504
2021-03-31,29.16060433416567
2021-04-30,29.161177009226318
2021-05-31,29.67996611887955
2021-06-30,30.239259307902568
2021-07-31,30.89699960897784
2021-08-31,30.9193984280341
2021-09-30,31.24845195687455
2021-10-31,31.55948953516792
2021-11-30,31.921589982008243
2021-12-31,32.01854913254587
2022-01-31,32.171874811863766
2022-02-28,33.02476482453658
2022-03-31,32.643695489283125
2022-04-30,33.0669331935842
2022-05-31,32.64792377960571
2022-06-30,32.8456632935842
2022-07-31,32.986662618315385
2022-08-31,33.947275457025064
2022-09-30,34.128990860250866
2022-10-31,33.79887823121861
2022-11-30,33.4140220935842
2022-12-31,33.35662355379925
2023-01-31,32.806907242132596
2023-02-28,33.110139797379595
2023-03-31,33.37516577011303
2023-04-30,33.34690506507826
2023-05-31,32.783719342261094
2023-06-30,32.93703696105708
2023-07-31,32.08142510331992
2023-08-31,31.826021704427202
2023-09-30,32.505835425884136
2023-10-31,32.474823479827094
2023-11-30,32.58144931234095
2023-12-31,32.57173535353794
2024-01-31,32.38651842634613
2024-02-29,32.68168864814869
2024-03-31,32.979816671309
2024-04-30,32.92877487676175
2024-05-31,32.817631912955
2024-06-30,32.411423809204166
2024-07-31,32.83815352901797
2024-08-31,32.76669251170153
2024-09-30,32.14782623765525
2024-10-31,32.66655166657192
2024-11-30,32.680500925878654
2024-12-31,32.7635876079479
2025-01-31,32.64508037454529
2025-02-28,32.7617254365701
2025-03-31,33.018072132261956
2025-04-30,32.85630810474541
2025-05-31,33.34829656504433
2025-06-30,33.79630922964151
2025-07-31,33.553075240796616
2025-08-31,33.614588828189305
2025-09-30,34.84715631968363
2025-10-31,34.568712567842645
2025-11-30,34.41081098015433
2025-12-31,34.60448316737365
2026-01-31,34.51318658302672
2026-02-28,35.41684435197716
2026-03-31,25.009754352280964
2026-04-30,22.726963486596482
