Date,Headline,Publisher,Topic,Source_Weight,Raw_Bullish,Raw_Bearish,Weighted_Bullish,Weighted_Bearish,NSS
2016-09-23,Gold Price Forecast – Gold Markets Recover After Initial Selloff,Twitter/Retail,Macro,0.5,0.8837218880653381,0.08362176269292831,0.44186094403266907,0.04181088134646416,0.4000500626862049
2016-10-19,WATCH: Fed Chair Powell holds a press conference following the FOMC's unanimous decision to leave interest rates un… https://t.co/od2QG12LGo,Twitter/Retail,Macro,0.5,0.13942866027355194,0.035093698650598526,0.06971433013677597,0.017546849325299263,0.05216748081147671
2017-01-01,What Is Holding Gold Back. https://t.co/G7nYRY2yUI #finance #stockmarket #economy,Twitter/Retail,Macro,0.5,0.028161250054836273,0.14336802065372467,0.014080625027418137,0.07168401032686234,-0.0576033852994442
2017-01-01,Jeff Clark’s Market Minute: This Needs to Happen Before Gold Runs Higher,Twitter/Retail,Macro,0.5,0.05727247893810272,0.028414182364940643,0.02863623946905136,0.014207091182470322,0.01442914828658104
2017-01-15,$XAUUSD:CUR $GLD $IAU - Gold gets jiggy after Fed actions https://t.co/gRrR8mCP0d,Twitter/Retail,Macro,0.5,0.9208773374557495,0.0379507951438427,0.46043866872787476,0.01897539757192135,0.4414632711559534
2017-01-15,History suggests there's a good chance gold will bounce back strongly after this month's pummeling… https://t.co/2B4ciDnlmW,Twitter/Retail,Macro,0.5,0.9219576716423035,0.02018025331199169,0.46097883582115173,0.010090126655995846,0.4508887091651559
2017-02-03,Gold little changed after economic reports,Twitter/Retail,Macro,0.5,0.47456052899360657,0.16194067895412445,0.23728026449680328,0.08097033947706223,0.15630992501974106
2017-04-05,"Despite its strong ties to geopolitical events, gold is still driven by supply and demand.  https://t.co/d5nKtsma4S",Twitter/Retail,Supply,0.5,0.14086107909679413,0.01803174428641796,0.07043053954839706,0.00901587214320898,0.061414667405188084
2017-04-15,LIVE: Fed Chair Jerome Powell delivers remarks at the decade's last FOMC meeting https://t.co/4wAYSuWpHF,Twitter/Retail,Macro,0.5,0.03525138646364212,0.04742925614118576,0.01762569323182106,0.02371462807059288,-0.00608893483877182
2017-04-28,History suggests there's a good chance gold will bounce back strongly after this month's pummeling https://t.co/3O0fLqhdws,Twitter/Retail,Macro,0.5,0.939775824546814,0.022362658753991127,0.469887912273407,0.011181329376995564,0.4587065828964114
2017-04-30,"December gold off 0.1% at $1,1469.90/oz.",Twitter/Retail,Macro,0.5,0.029443735256791115,0.9448562860488892,0.014721867628395557,0.4724281430244446,-0.457706275396049
2017-06-14,"Quite Convinced There Will Not Be a Phase Two Trade Deal, Says Matt Gold",Twitter/Retail,Macro,0.5,0.424821674823761,0.04366961121559143,0.2124108374118805,0.021834805607795715,0.19057603180408478
2017-06-23,"$GLD $IAU $PHYS - Gold creeps towards $1,600 as market jitters rise https://t.co/2pJU2fk8cl",Twitter/Retail,Macro,0.5,0.6228373050689697,0.2601599395275116,0.31141865253448486,0.1300799697637558,0.18133868277072906
2017-06-27,Galileo Mining : Copper - Gold Drilling Underway at Norseman Prospects #GalileoMining #Stock #MarketScreener… https://t.co/QbtwRsIFEP,Twitter/Retail,Macro,0.5,0.062430240213871,0.017458217218518257,0.0312151201069355,0.008729108609259129,0.022486011497676373
2017-09-23,A Dividend Growth Strategy Based On Gold. Get more info on Seeking Alpha: https://t.co/jPbris9jNi #finance #economy #business,Twitter/Retail,Supply,0.5,0.0770823135972023,0.012908125296235085,0.03854115679860115,0.006454062648117542,0.03208709415048361
2017-12-13,Gold Suddenly Hammered By Multi-Billion-Dollar Sale  https://t.co/aZrE20B3DJ,Twitter/Retail,Macro,0.5,0.8954964876174927,0.05688317492604256,0.44774824380874634,0.02844158746302128,0.41930665634572506
2018-02-22,5 Gold-Mining Stocks Still Expected to Surge Higher and Outperform in 2020,Twitter/Retail,Macro,0.5,0.9495143294334412,0.026950564235448837,0.4747571647167206,0.013475282117724419,0.46128188259899616
2018-03-22,"Price of Gold Fundamental Weekly Forecast – Underpinned by Weaker Dollar, Cautious Response to Trade Deal",Twitter/Retail,Macro,0.5,0.7579464316368103,0.2176571488380432,0.37897321581840515,0.1088285744190216,0.27014464139938354
2018-04-13,Austar Gold : Extension of voluntary suspension #AustarGold #Stock #MarketScreener https://t.co/vheerRsXzI https://t.co/5JFrjWs7u6,Twitter/Retail,Supply,0.5,0.03860069066286087,0.27620574831962585,0.019300345331430435,0.13810287415981293,-0.11880252882838249
2018-05-05,Gold Price Forecast - Gold Markets Recover After Initial Selloff - FX Empire,Twitter/Retail,Macro,0.5,0.8702678084373474,0.09519045054912567,0.4351339042186737,0.047595225274562836,0.38753867894411087
2018-06-29,Internet Gold reports Q3 results,Twitter/Retail,Macro,0.5,0.02419368363916874,0.06459987908601761,0.01209684181958437,0.032299939543008804,-0.020203097723424435
2018-08-21,"April gold falls 0.3% at $1,565.60/oz.",Twitter/Retail,Macro,0.5,0.014706292189657688,0.9631620645523071,0.007353146094828844,0.48158103227615356,-0.4742278861813247
2018-10-19,Gold scales more than 3-week peak as coronavirus hits global economies https://t.co/b5j3WLUOz7 https://t.co/cbdfhAZYZD,Twitter/Retail,Macro,0.5,0.6771953701972961,0.07349203526973724,0.33859768509864807,0.03674601763486862,0.30185166746377945
2018-11-04,Gold has surged this year thanks to the trade war and rate cuts. Analysts say 2020 may bring more rewards.… https://t.co/t85Oydg8Bl,Twitter/Retail,Macro,0.5,0.6592211127281189,0.020329726859927177,0.32961055636405945,0.010164863429963589,0.31944569293409586
2018-12-25,"Gold prices move up as focus turns to Fed meeting, China trade deal https://t.co/s3o6R9LARM",Twitter/Retail,Macro,0.5,0.07012924551963806,0.8520629405975342,0.03506462275981903,0.4260314702987671,-0.39096684753894806
2019-01-27,$KL $DRGDF - Kirkland Lake Gold to buy Detour Gold in C$4.9B deal https://t.co/c2ZQzgDVOK,Twitter/Retail,Macro,0.5,0.2504604458808899,0.009793359786272049,0.12523022294044495,0.0048966798931360245,0.12033354304730892
2019-02-18,4 Bond ETFs That Earned Morningstar’s Gold Rating,Twitter/Retail,Macro,0.5,0.8406299948692322,0.011037802323698997,0.4203149974346161,0.005518901161849499,0.4147960962727666
2019-02-24,"Feb. gold climbs by 10 cents, or 0.01%, to settle at $1,480.60/oz",Twitter/Retail,Macro,0.5,0.8785596489906311,0.08165819942951202,0.43927982449531555,0.04082909971475601,0.39845072478055954
2019-03-16,Hold Iamgold to Benefit From Next Gold Bull Market,Twitter/Retail,Macro,0.5,0.933243453502655,0.011329660192131996,0.4666217267513275,0.005664830096065998,0.4609568966552615
2019-04-08,"Gold gains for a second straight day, up 6% in biggest daily rise in 11 years https://t.co/ijqZlh8kjF",Twitter/Retail,Macro,0.5,0.9469224810600281,0.024143848568201065,0.47346124053001404,0.012071924284100533,0.4613893162459135
2019-04-19,"Goldman Sachs pushes gold, based in part on growing popularity of deficit-spending theory https://t.co/GHCumq1QS8",Twitter/Retail,Macro,0.5,0.935866117477417,0.02175290882587433,0.4679330587387085,0.010876454412937164,0.45705660432577133
2019-05-04,"The technical levels to watch on gold, oil and U.S. treasuries https://t.co/QfiTV4DidR https://t.co/T1VdsU9uu3",Twitter/Retail,Macro,0.5,0.07104774564504623,0.029556911438703537,0.03552387282252312,0.014778455719351768,0.02074541710317135
2019-06-10,Gold steadies as virus concerns stall stock markets - Nasdaq,Twitter/Retail,Macro,0.5,0.050887707620859146,0.8309994339942932,0.025443853810429573,0.4154997169971466,-0.39005586318671703
2019-08-14,$KL: Kirkland Lake Gold to acquire Detour Gold in C$4.9 bln deal https://t.co/Vj3LzZHAmt,Twitter/Retail,Macro,0.5,0.1152196153998375,0.010442545637488365,0.05760980769991875,0.005221272818744183,0.052388534881174564
2019-08-28,Gold edges lower as investors turn cautiously upbeat on trade outlook https://t.co/hXm8MQnuxr,Twitter/Retail,Macro,0.5,0.05732225999236107,0.8975456357002258,0.028661129996180534,0.4487728178501129,-0.4201116878539324
2019-10-02,Hedge Funds Are Warming Up To Eldorado Gold Corp (EGO) Again,Twitter/Retail,Supply,0.5,0.23332564532756805,0.011188440024852753,0.11666282266378403,0.005594220012426376,0.11106860265135765
2019-10-02,Price of Gold Fundamental Daily Forecast - Direction Dictated by Demand for Higher-Yielding Assets - FX Empire,Twitter/Retail,Macro,0.5,0.02831612341105938,0.041997868567705154,0.01415806170552969,0.020998934283852577,-0.006840872578322887
2019-10-25,Gold bars in short supply due to coronavirus disruption https://t.co/EWyq7sdECJ,Twitter/Retail,Supply,0.5,0.008225481025874615,0.9555630683898926,0.004112740512937307,0.4777815341949463,-0.473668793682009
2019-11-26,Royal Gold declares $0.28 dividend,Twitter/Retail,Macro,0.5,0.0303836427628994,0.028184548020362854,0.0151918213814497,0.014092274010181427,0.0010995473712682724
2019-11-28,Real Gold Mining : UPDATE ON THE PROCEEDINGS REGARDING GUANGFA BANK ACCOUNTS #RealGoldMining #Stock #MarketScreener… https://t.co/aRmvOBbpUc,Twitter/Retail,Macro,0.5,0.020324790850281715,0.042028311640024185,0.010162395425140858,0.021014155820012093,-0.010851760394871235
2020-01-14,Goldman Sachs tells clients it is time to buy gold https://t.co/L61H0PQxTR,Twitter/Retail,Macro,0.5,0.13195502758026123,0.011880377307534218,0.06597751379013062,0.005940188653767109,0.060037325136363506
2020-01-18,Superior Gold reports Q3 results,Twitter/Retail,Macro,0.5,0.05922387167811394,0.05842265859246254,0.02961193583905697,0.02921132929623127,0.00040060654282569885
2020-03-22,Gold Price Forecast – Gold Markets Rally Into The Weekend,Twitter/Retail,Macro,0.5,0.7930808663368225,0.11824731528759003,0.39654043316841125,0.05912365764379501,0.33741677552461624
2020-04-26,"GOLD, Tuesday forecast, November 19",Twitter/Retail,Macro,0.5,0.027104558423161507,0.04822929948568344,0.013552279211580753,0.02411464974284172,-0.010562370531260967
2020-05-18,"Goldman On Gold: ""Time To Buy The Currency Of Last Resort""  https://t.co/xOgpsBr7jd",Twitter/Retail,Macro,0.5,0.12875892221927643,0.01668364554643631,0.06437946110963821,0.008341822773218155,0.05603763833642006
2020-06-04,Gold Prices Inch Up; Trade Talks Remain in Focus,Twitter/Retail,Macro,0.5,0.9344662427902222,0.03174779936671257,0.4672331213951111,0.015873899683356285,0.4513592217117548
2020-06-18,CORE GOLD TEMPORARILY SUSPENDS OPERATIONS AT DYNASTY GOLDFIELD  https://t.co/CxYlVLnQ8r,Twitter/Retail,Macro,0.5,0.00806946400552988,0.9348921775817871,0.00403473200276494,0.46744608879089355,-0.4634113567881286
2020-06-22,"Early Bird Weekend Report: Gold, Silver, And E-Mini S&P. Sign up for updates on Seeking Alpha!… https://t.co/BlKBfxruVK",Twitter/Retail,Macro,0.5,0.07288658618927002,0.017065752297639847,0.03644329309463501,0.008532876148819923,0.027910416945815086
2020-06-23,Barron’s on MarketWatch: Gold has taken a beating — here’s how to play a rebound,Twitter/Retail,Macro,0.5,0.07575470954179764,0.05419796705245972,0.03787735477089882,0.02709898352622986,0.01077837124466896
2020-07-07,This chart setup signals a major rally ahead for gold and silver (via @TradingNation) https://t.co/VHHVxcDvPI,Twitter/Retail,Macro,0.5,0.650443971157074,0.02313101850450039,0.325221985578537,0.011565509252250195,0.3136564763262868
2020-07-10,Gold gains more than $80 an ounce in largest daily dollar climb on record https://t.co/WR0A7nyXi1,Twitter/Retail,Macro,0.5,0.034199442714452744,0.9180078506469727,0.017099721357226372,0.45900392532348633,-0.44190420396625996
2020-08-08,Gold edges back from modest gains after data,Twitter/Retail,Macro,0.5,0.7682157754898071,0.19457866251468658,0.38410788774490356,0.09728933125734329,0.28681855648756027
2020-08-13,Renishaw : Sir David McMurtry awarded James Watt Gold Medal #Renishaw #Stock #MarketScreener https://t.co/vz7lfPYFtt https://t.co/uI9jWfgViM,Twitter/Retail,Macro,0.5,0.09740693122148514,0.026698071509599686,0.04870346561074257,0.013349035754799843,0.035354429855942726
2020-10-14,Indian gold sold at discount as wedding demand disappoints,Twitter/Retail,Macro,0.5,0.1355116069316864,0.4343671202659607,0.0677558034658432,0.21718356013298035,-0.14942775666713715
2020-10-17,Gold Price Forecast – Gold Markets Relatively Stable,Twitter/Retail,Macro,0.5,0.7700492143630981,0.021219544112682343,0.3850246071815491,0.010609772056341171,0.3744148351252079
2020-12-05,History suggests there's a good chance gold will bounce back strongly after this month's pummeling https://t.co/2fgldMWXV6,Twitter/Retail,Macro,0.5,0.9394264221191406,0.023165978491306305,0.4697132110595703,0.011582989245653152,0.45813022181391716
2021-04-04,"Financial conditions are in the driver seat for investors and the Fed rate decisions, says Jeffrey Rosenberg of Bla… https://t.co/hDyPx6PZca",Twitter/Retail,Macro,0.5,0.09505581110715866,0.053711581975221634,0.04752790555357933,0.026855790987610817,0.020672114565968513
2021-04-22,FOMC dot plot indicates a long pause https://t.co/F6wezJ7rlP,Twitter/Retail,Macro,0.5,0.32943665981292725,0.02216818369925022,0.16471832990646362,0.01108409184962511,0.1536342380568385
2021-06-27,Imagine Holding Dacian Gold (ASX:DCN) Shares While The Price Zoomed 377% Higher,Twitter/Retail,Macro,0.5,0.10957936942577362,0.012632650323212147,0.05478968471288681,0.006316325161606073,0.04847335955128074
2021-09-01,"$KL (-10.8% pre) Kirkland Lake Gold (KL) to Acquire Detour Gold (DRGDF) in Stock Deal Valued at C$4.9 Billion - SI

https://t.co/c0Lo8LtbaY",Twitter/Retail,Macro,0.5,0.08825641870498657,0.010625413618981838,0.044128209352493286,0.005312706809490919,0.03881550254300237
2021-10-08,Gold futures gain 1.1% for the week,Twitter/Retail,Macro,0.5,0.9067828059196472,0.05242537707090378,0.4533914029598236,0.02621268853545189,0.4271787144243717
2021-11-01,Gold: Viruses And Interest Rates. https://t.co/2hrokrSypR #finance #stocks #stockmarket,Twitter/Retail,Macro,0.5,0.027657777070999146,0.046822912991046906,0.013828888535499573,0.023411456495523453,-0.00958256796002388
2021-11-01,Stock Market Update: Gold Grabs Fourth-Straight Advance,Twitter/Retail,Macro,0.5,0.5964155793190002,0.12029428035020828,0.2982077896595001,0.06014714017510414,0.23806064948439598
2021-12-14,Poland has brought home about 100 tons of gold from the Bank of England in a bid to demonstrate the strength of its… https://t.co/oVUu5Nuvtf,Twitter/Retail,Macro,0.5,0.8499929308891296,0.009316273033618927,0.4249964654445648,0.0046581365168094635,0.42033832892775536
2021-12-26,Price of Gold Fundamental Daily Forecast – U.S. Dollar Uptick Limiting Gold’s Gains,Twitter/Retail,Macro,0.5,0.16249358654022217,0.8038783669471741,0.08124679327011108,0.40193918347358704,-0.32069239020347595
2021-12-28,"Geopolitics, FOMC Meeting Minutes and Canadian Inflation in Focus",Twitter/Retail,Geopolitics,0.5,0.05290743708610535,0.028404828161001205,0.026453718543052673,0.014202414080500603,0.01225130446255207
2022-02-15,Gold firms ahead of tariff deadline and central bank decisions https://t.co/EZFDczi5P9 https://t.co/kE9ngOnIBA,Twitter/Retail,Macro,0.5,0.04874372482299805,0.1013755351305008,0.024371862411499023,0.0506877675652504,-0.026315905153751373
2022-02-26,Gold extends surge after Fed unveils measures to support economy https://t.co/alMBM87pTh,Twitter/Retail,Macro,0.5,0.03711947053670883,0.9144535660743713,0.018559735268354416,0.45722678303718567,-0.43866704776883125
2022-06-03,"Gold hovered near $1,700 an ounce, extending its rally to the highest in more than 7 years https://t.co/frfLbMdeVp https://t.co/dNMkIo8PEY",Twitter/Retail,Macro,0.5,0.8798722624778748,0.046937547624111176,0.4399361312389374,0.023468773812055588,0.4164673574268818
2022-06-14,$PTOZF - Plato Gold reports Q3 results https://t.co/3YUY5dXUOk,Twitter/Retail,Macro,0.5,0.1814553141593933,0.1107146143913269,0.09072765707969666,0.05535730719566345,0.0353703498840332
2022-08-13,Gold prices settle higher for a second straight session,Twitter/Retail,Macro,0.5,0.7976656556129456,0.14480850100517273,0.3988328278064728,0.07240425050258636,0.3264285773038864
2022-09-04,Gold prices settle higher to post a weekly rise of over 1%,Twitter/Retail,Macro,0.5,0.9307635426521301,0.033327847719192505,0.46538177132606506,0.016663923859596252,0.4487178474664688
2022-11-18,Gold Prices Near Flat Despite Uncertainties Revolving Around Prolonged Trade Spat,Twitter/Retail,Macro,0.5,0.6401956081390381,0.2842366397380829,0.32009780406951904,0.14211831986904144,0.1779794842004776
2022-11-20,Gold prices slip after hitting more-than-6-year high https://t.co/HgKNB8gzdm,Twitter/Retail,Macro,0.5,0.01511519867926836,0.960231363773346,0.00755759933963418,0.480115681886673,-0.4725580825470388
2023-01-17,"Gold's haven reputation took a serious beating, with prices tumbling as investors sought to free up cash amid a bro… https://t.co/59kM1nufrI",Twitter/Retail,Macro,0.5,0.03253551945090294,0.9269538521766663,0.01626775972545147,0.46347692608833313,-0.44720916636288166
2023-01-26,LIVE NOW: Press conference with #FOMC Chair Powell: https://t.co/sh1FXgYlwr and https://t.co/FJa6TbkDMt,Twitter/Retail,Macro,0.5,0.019960159435868263,0.04031570628285408,0.009980079717934132,0.02015785314142704,-0.010177773423492908
2023-02-13,Anglo Australian Resources NL : Exploration Update for Mandilla Gold Discovery #AngloAustralianResourcesNL #Stock… https://t.co/QRvualHOf5,Twitter/Retail,Macro,0.5,0.055674850940704346,0.02085048146545887,0.027837425470352173,0.010425240732729435,0.017412184737622738
2023-03-12,"Dec. gold settles at $1,471.90/oz, up $3.40, or 0.2%",Twitter/Retail,Macro,0.5,0.9381569027900696,0.03693539649248123,0.4690784513950348,0.018467698246240616,0.4506107531487942
2023-04-23,Metminco : 1st Hole at Chuscal Intersects Impressive 350m Gold Interval #Metminco #Stock #MarketScreener… https://t.co/aUSyAHMHHg,Twitter/Retail,Macro,0.5,0.059643086045980453,0.024156128987669945,0.029821543022990227,0.012078064493834972,0.017743478529155254
2023-05-14,"Oil and gold rise after a U.S. airstrike in Baghdad killed a top Iranian commander
-Asian stocks including Hong Ko… https://t.co/G5FSqO7cRr",Twitter/Retail,Macro,0.5,0.26493528485298157,0.5838053822517395,0.13246764242649078,0.29190269112586975,-0.15943504869937897
2023-05-15,Alio Gold Settles Arbitration With Maverix Metals  https://t.co/DA3DrYrybW,Twitter/Retail,Macro,0.5,0.1325322836637497,0.20742206275463104,0.06626614183187485,0.10371103137731552,-0.037444889545440674
2023-06-06,"'Hope' Vs 'Nope' - Dow Soars 1000 Points As Gold Spikes Near $1,700  https://t.co/gy9Ll5GZmK",Twitter/Retail,Macro,0.5,0.7817561626434326,0.08220753073692322,0.3908780813217163,0.04110376536846161,0.3497743159532547
2023-07-11,Gold holds gain after WHO chief's 'tip of the iceberg' warning https://t.co/oZn2yd2JQ4 via @business https://t.co/3GdcWuMfIK,Twitter/Retail,Macro,0.5,0.5696684122085571,0.3366342782974243,0.28483420610427856,0.16831713914871216,0.1165170669555664
2023-08-05,"Dow Tags 28k, Dumps In Catch-Down To Bonds, Gold https://t.co/eOvBhIcH7B",Twitter/Retail,Macro,0.5,0.3301222622394562,0.3072463572025299,0.1650611311197281,0.15362317860126495,0.011437952518463135
2023-08-29,Can Kirkland Lake Gold Ltd. (TSE:KL) Maintain Its Strong Returns?,Twitter/Retail,Macro,0.5,0.8026174306869507,0.009395246393978596,0.40130871534347534,0.004697623196989298,0.39661109214648604
