Date,Time,Headline,Publisher,URL
2026-08-11,12:03:36,FCC proposes import ban on Chinese optical transceivers — blockade targets key AI interconnects as China holds 56% global market share,Tom's Hardware UK,https://www.tomshardware.com/tech-industry/fcc-proposes-import-ban-on-chinese-optical-transceivers-blockade-targets-key-ai-interconnects-as-china-holds-56-percent-global-market-share
2026-08-11,13:00:01,Zap Rocks. Add Water. Get Clean Hydrogen,Ieee.org,https://spectrum.ieee.org/stimulated-geologic-hydrogen
2026-08-11,13:14:16,"Critical minerals being prioritised in trade, investment engagements: Govt tells Parliament",The Times of India,https://economictimes.indiatimes.com/industry/indl-goods/svs/metals-mining/critical-minerals-being-prioritised-in-trade-investment-engagements-govt-tells-parliament/articleshow/133155781.cms
2026-08-11,13:48:58,Drilling Begins at One of the Largest Undeveloped Palladium-Gold-Platinum Deposits,Financial Post,https://financialpost.com/globe-newswire/drilling-begins-at-one-of-the-largest-undeveloped-palladium-gold-platinum-deposits
2026-08-11,14:00:00,Carissa spinarum L. aqueous root extracts ameliorate oxidative stress-induced infertility in adult male Wistar rats,Plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0355380
2026-08-11,14:00:00,Comparison of non-thermally extracted polysaccharides from fresh wolfberry with conventionally extracted polysaccharides from dried wolfberry,Plos.org,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0355472
2026-08-11,14:30:04,"Ötzi the Iceman Still Has Living Yeast After 5,300 Years, and Some Can Break Down His Preservative",Medical Daily,https://www.medicaldaily.com/otzi-iceman-microbiome-living-yeast-study-477155
2026-08-11,16:08:43,"Rich Man, Poor Man",Awealthofcommonsense.com,https://awealthofcommonsense.com/2026/08/rich-man-poor-man/
2026-08-11,16:45:27,A $2 Million Reason Why Barrick Mining Stock Is Down,Barchart.com,https://www.barchart.com/story/news/3784505/a-2-million-reason-why-barrick-mining-stock-is-down
2026-08-11,17:04:30,Aramark Q3 Earnings Call Highlights,MarketBeat,https://www.marketbeat.com/instant-alerts/aramark-q3-earnings-call-highlights-2026-08-11/?utm_source=yahoofinance&amp;utm_medium=yahoofinance
2026-08-11,17:28:24,InfiMaker K1: A 5-axis CNC that’s trying to fit on a desk,Gadget Flow,https://thegadgetflow.com/blog/infimaker-k1-5-axis-cnc-review/
2026-08-11,17:40:06,Kopin Soars Tuesday Following MicroLED Development Award,24/7 Wall St.,https://247wallst.com/investing/2026/08/11/kopin-soars-tuesday-following-microled-development-award/
2026-08-11,17:58:16,Soaring Data Center Demand Adds A Burnished Tan To This Metal Name,Biztoc.com,https://biztoc.com/x/d7a31c14bac1af4c
2026-08-11,20:54:00,NBN Co passes fibre tipping point as speed uplift carries FY26 growth,ComputerWeekly.com,https://www.computerweekly.com/news/366648813/NBN-Co-passes-fibre-tipping-point-as-speed-uplift-carries-FY26-growth
2026-08-11,21:03:29,Entrée Resources Announces Second Quarter 2026 Results,Financial Post,https://financialpost.com/globe-newswire/entree-resources-announces-second-quarter-2026-results
2026-08-11,21:30:00,Franco-Nevada Reports Q2 2026 Results,PRNewswire,https://www.prnewswire.com/news-releases/franco-nevada-reports-q2-2026-results-302848909.html
2026-08-11,22:00:12,"This desktop CNC mill lets you carve 3D figurines with zero experience, and it’s now on Kickstarter",Android Authority,https://www.androidauthority.com/infimaker-k1-5-axis-desktop-cnc-mill-kickstarter-3696953/
2026-08-12,00:00:00,Towards an equitable future of global photovoltaic waste recycling,Nature.com,https://www.nature.com/articles/s41586-026-10905-w
2026-08-12,00:20:53,Japanese Woman Trapped in North Korea for 40 Years,Newsonjapan.com,https://newsonjapan.com/article/150324.php
2026-08-12,03:33:00,NBN Co passes fibre tipping point as speed uplift carries FY26 growth,ComputerWeekly.com,https://www.computerweekly.com/news/366648795/NBN-Co-passes-fibre-tipping-point-as-speed-uplift-carries-FY26-growth
2026-08-12,03:42:00,Global Copper Foil Leader Londian Wason Announces Pricing of Upsized Initial Public Offering,PRNewswire,https://www.prnewswire.com/news-releases/global-copper-foil-leader-londian-wason-announces-pricing-of-upsized-initial-public-offering-302849166.html
2026-08-12,03:53:00,Global Copper Foil Leader Londian Wason Announces Pricing of Upsized Initial Public Offering,PRNewswire,https://www.prnewswire.com/news-releases/global-copper-foil-leader-londian-wason-announces-pricing-of-upsized-initial-public-offering-302849178.html
2026-08-12,04:43:18,Australia's largest aluminium smelter expected to get emergency bailout,ABC News (AU),https://www.abc.net.au/news/2026-08-12/tomago-aluminium-smelter-bailout-announcement-expected/107014046
2026-08-12,04:46:01,Ardee Industries gains on market debut,Business Standard,https://www.business-standard.com/markets/capital-market-news/ardee-industries-gains-on-market-debut-126081200438_1.html
2026-08-12,04:47:35,Rio Tinto Aluminum Smelter to Get Australian Government Bailout,Financial Post,https://financialpost.com/pmn/business-pmn/rio-tinto-aluminum-smelter-to-get-australian-government-bailout
2026-08-12,05:23:40,"Finolex Cables zooms 30% in 2 days, stock hits 52-week high; here's why",Business Standard,https://www.business-standard.com/markets/news/finolex-cables-share-price-zooms-30-in-2-days-stock-hits-52-week-high-here-s-why-126081200479_1.html
2026-08-12,05:34:29,Türkiye plans interagency push on critical minerals,Hurriyet Daily News,https://www.hurriyetdailynews.com/turkiye-plans-interagency-push-on-critical-minerals-225515
2026-08-12,07:45:46,Copper futures: At cross roads,BusinessLine,https://www.thehindubusinessline.com/portfolio/technical-analysis/commodity-calls/copper-futures-at-cross-roads/article71335582.ece
2026-08-12,08:12:53,Wirefy 50-Foot 14/2 Low Voltage Landscape Wire for $20 + free shipping w/ Prime,Dealnews.com,https://www.dealnews.com/Wirefy-50-Foot-14-2-Low-Voltage-Landscape-Wire-for-20-free-shipping-w-Prime/22011988.html
2026-08-12,08:51:56,"Zambia to vote in elections, a southern African country rich in critical minerals",Abcnews.com,https://abcnews.com/International/wireStory/guide-weeks-election-zambia-southern-african-country-rich-135569358
2026-08-12,09:00:25,Trivisa’s Hippo-CG Gives the Everyday Pocketknife a Rose-Gold Upgrade,The Gadgeteer,https://the-gadgeteer.com/2026/08/12/trivisa-hippo-cg-folding-knife/
