Date,Headline,Publisher
2015-03-12,"CN Rail Strike Begins in Threat to Canadian Oil, Grain Cargo",Twitter/Retail
2015-04-17,Record oil production cut hangs in the balance as G20 meeting concludes with no specifics https://t.co/MVPehLJcWr,Twitter/Retail
2015-05-11,"Oil Algos Confused After Huge Crude Build, Record Production, & OPEC Demand Cut | #FreeZeroHedge https://t.co/xuuXUgkjju",Twitter/Retail
2015-05-24,This Underdog Could Soon Become The World’s Largest Oil Producer,Twitter/Retail
2015-06-09,Trade Alert - Crude Oil Downside. Read more: https://t.co/oq1RDoKKvI #investing #stockmarket #trading,Twitter/Retail
2015-07-01,Total Profit Beats Estimates on Rising Oil and Gas Output ,Twitter/Retail
2015-07-05,Oil ends at its lowest level in more than a year as U.S. prices sink below $50 https://t.co/RcsR6VD6eg,Twitter/Retail
2015-07-12,"Oil Slips After OPEC, EIA Reports Forecast Robust Supply #WTI #Stock #MarketScreener https://t.co/7JxMiwy1B2 https://t.co/NdB4wBml82",Twitter/Retail
2015-08-03,"Oil Slips After OPEC, EIA Reports Forecast Robust Supply #WTI #Stock #MarketScreener https://t.co/nGNnPy5ook https://t.co/QMqwCWn5Tm",Twitter/Retail
2015-08-05,$SPY $DIA $QQQ $AAPL $SOXX $XRT $ULTA $TNX $USDX $WTI #NonfarmPayrolls #NonfarmPrivatePayrolls #AvgHourlyEarnings… https://t.co/2IllcPozPO,Twitter/Retail
2015-08-08,One man is the surprise holdout to a global oil production deal https://t.co/U5Q50RqEsb,Twitter/Retail
2015-10-04,News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener https://t.co/GKfx9xf2h7 https://t.co/TbJG4KZHBR,Twitter/Retail
2015-10-06,The First Oil Company Bailout Of 2020 Is Happening In Canada: Select Shares Soar. https://t.co/eW0P8HmTK2 #trading #investing #stockmarket,Twitter/Retail
2015-10-13,"Oil skyrockets, U.S. stock futures sink after Iranian general killed in Iraq airstrike https://t.co/UMiKkaQ42x",Twitter/Retail
2015-11-02,"Oil nears three-month high as trade hopes, UK election boost sentiment",Twitter/Retail
2015-11-16,Spot prices for crude oil are little changed in the week ending Nov. 15: Brent ticks up to $62.56 per barrel and WT… https://t.co/MuTSydoo7o,Twitter/Retail
2015-11-20,"Oil Hits 3-Month High, Catching up on U.S.-China News",Twitter/Retail
2015-11-28,Energy Up After OPEC+ Deal Confirmed -- Energy Roundup #economy #MarketScreener https://t.co/mzguCYDUPd https://t.co/HyyDGplTcQ,Twitter/Retail
2015-12-09,Tullow Oil: diminishing reserves https://t.co/k73wE7kYpL,Twitter/Retail
2015-12-31,OPEC Cannot And Will Not Cut Production In March. https://t.co/0nj0my35zT #investing #markets #stockmarket,Twitter/Retail
2016-01-02,Oil Jumps After OPEC Agrees To 500Kbpd Production Cut https://t.co/tP6Uw4Fc46,Twitter/Retail
2016-01-04,News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener https://t.co/XltkskkpZw https://t.co/g8VHPlAr19,Twitter/Retail
2016-01-04,Coronavirus Hits Oil's Weakest Credits Hardest,Twitter/Retail
2016-01-16,"Shares gain, but doubts linger on U.S.-China deal, oil rises",Twitter/Retail
2016-01-27,Sales of Latin American oil cargoes to China have ground to a halt this week https://t.co/fTXzryY9Wf,Twitter/Retail
2016-02-14,The U.S. steps up pressure on Saudi Arabia to seal a historic deal to cut global oil production https://t.co/oFYDzcoSlF,Twitter/Retail
2016-04-16,REG Blending Partner Becomes Boston’s Official Heating Oil Provider,Twitter/Retail
2016-04-22,News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener https://t.co/sNjfeioj1l https://t.co/KiovB27Z9y,Twitter/Retail
2016-05-06,EIA Petroleum Status Report is due in 5 minutes.,Twitter/Retail
2016-05-19,"CN Rail Strike Begins, Threatening Canada Oil, Grain Shipments",Twitter/Retail
2016-06-17,News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener https://t.co/4isucOkCiC https://t.co/fNEMVJcvmj,Twitter/Retail
2016-07-18,"Highlight: “Based on the long term picture of crude oil… it’s all pointing to a very bearish picture,” @spyjared sa… https://t.co/Gr2SNNpCOz",Twitter/Retail
2016-08-04,Berry Petroleum's stock plunges to 2-year low after California prohibits using steam to extract oil,Twitter/Retail
2016-08-28,US Forces Attack Boats Caught Smuggling Oil To Syrian Government https://t.co/sNowxtNXpw,Twitter/Retail
2016-08-31,Congo Palm-Oil Producer Implicated in Environmental Report,Twitter/Retail
2016-09-13,Coconut Oil Market Procurement Intelligence Report | Increase in Supplier OPEX to Impact Procurement Spend,Twitter/Retail
2016-09-22,Saudi Arabia is ramping up crude oil production in a bid to win a price war. Insights via @CMEGroup https://t.co/2PQijkKFcd,Twitter/Retail
2016-10-05,The Best And Worst Oil Predictions Of 2019,Twitter/Retail
2016-10-16,Stock Market Update: WTI crude falls back below $50 per barrel,Twitter/Retail
2016-10-18,"Lower oil prices typically boost global growth, but the recent decline to an 18-year low will likely provide less s… https://t.co/flxCWZiS0Z",Twitter/Retail
2016-11-15,Oil producers still in talks over extending output cut -Algeria minister #economy #MarketScreener… https://t.co/ZXoA41oqbw,Twitter/Retail
2016-11-18,"For the global oil market, the coronavirus epidemic couldn't have hit a worse place https://t.co/qorAXCKzcT",Twitter/Retail
2016-11-25,Two Canadian rail terminal owners are unable to take oil deliveries amid the rail strike https://t.co/2o7PekCcKI,Twitter/Retail
2016-11-27,"OPEC, Russia and other oil producing nations have agreed to deeper production cuts in an attempt to support crude p… https://t.co/yY5TKhHz8Z",Twitter/Retail
2016-12-19,Here is What Hedge Funds Think About Imperial Oil Limited (IMO),Twitter/Retail
2016-12-27,"Total beats quarterly forecasts despite low oil price, raises payout",Twitter/Retail
2017-01-19,Malaysia to Publish Oil-Palm Concession Maps in Traceability Bid,Twitter/Retail
2017-01-30,The Expected and Thrilling Resolution of Oil’s Consolidation,Twitter/Retail
2017-01-31,A Montreal satellite company makes a major breakthrough in monitoring pollution from oil and gas fields https://t.co/3m8eDYb4RY,Twitter/Retail
2017-02-06,"Dec. WTI oil down $1.84, or 3.2%, to settle at $55.21/bbl",Twitter/Retail
2017-02-07,EIA Petroleum Status Report due in 5 minutes.,Twitter/Retail
2017-02-20,Mexico's giant oil find may not be a cure-all for ailing Pemex https://t.co/6bgoCuWZR8,Twitter/Retail
2017-03-08,"March WTI oil continues its decline, down 49 cents, or 1%, at $50.46/bbl",Twitter/Retail
2017-03-16,WTI crude oil up just 1.2% and still below 60.,Twitter/Retail
2017-05-23,Goldman's Currie Sees Worst Oil Demand Shock in a Decade,Twitter/Retail
2017-06-17,#Oil #markets react in a hefty way to short-term news. The #coronavirus panic has made many already inexpensive… https://t.co/YSqUQAY02J,Twitter/Retail
2017-06-19,Oil rises on likely OPEC+ output cuts amid coronavirus outbreak,Twitter/Retail
2017-06-24,The world's largest oil producers are hammering out the terms of an unprecedented deal to mitigate the devastating… https://t.co/EvGJKB2l9a,Twitter/Retail
2017-07-11,News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener https://t.co/RiLauQuR28 https://t.co/5KV7DAp5ws,Twitter/Retail
2017-07-30,G-7 finance chiefs urge oil-producing nations to support international efforts to stabilize world markets rocked by… https://t.co/u3kRmEz3qn,Twitter/Retail
2017-08-01,Investors hope Thursday's OPEC+ meeting will signal an end to the Saudi-Russian oil-price war https://t.co/2dXum2tlfY,Twitter/Retail
2017-08-02,Chesapeake Energy's stock drops toward 25-year closing low as oil pulls back,Twitter/Retail
2017-08-02,"Stranded tankers, full storage tanks: coronavirus leads to crude glut in China #economy #MarketScreener… https://t.co/2VuXEsk7vM",Twitter/Retail
2017-08-09,Saudi Arabia and others in OPEC are working to convince oil producers there will be little space left to store thei… https://t.co/bJytfI2ytW,Twitter/Retail
2017-08-23,U.S. oil futures mark lowest finish so far this month,Twitter/Retail
2017-09-17,JUST RELEASED: Oil Price Dynamics Report Oil prices rose over the past week owing to decreased supply.… https://t.co/7jbfqZG2tJ,Twitter/Retail
2017-09-24,$COMDX: EIA petroleum data for the week ended December 6 https://t.co/7I8u7u0QY6,Twitter/Retail
2017-09-25,OPEC+ technical meeting drags on,Twitter/Retail
2017-09-30,"-Asian stocks see modest gains
-Treasury yields dip
-U.S. dollar holds an overnight decline
-Oil slips after OPEC f… https://t.co/gZWtn7mjQK",Twitter/Retail
2017-10-28,Human Rights Watch says a palm-oil producer is polluting the environment and threatening the health of its workers… https://t.co/hMQCOrsjdY,Twitter/Retail
2017-10-31,Oil Stocks: What I Got Right (and Wrong) About the Oil Market in 2019,Twitter/Retail
2017-11-18,Here are the biggest risks to OPEC+ efforts to balance oil https://t.co/qWAYGsiVuU,Twitter/Retail
2017-12-18,U.S. crude flows to Europe set to rise as virus hits Asia demand,Twitter/Retail
2018-01-05,"Jan. WTI oil up $1.25, or 2.1%, to $60.43/bbl",Twitter/Retail
2018-01-10,Forget OPEC: China Now Moves The Oil Markets,Twitter/Retail
2018-01-24,"Total beats quarterly forecasts, lifts dividends despite low oil price",Twitter/Retail
2018-02-26,"Why the Disney+ 'hack' shows data is like 'oil' that needs to be secured
https://t.co/UdUMRuYRQp by @GreteSuarez https://t.co/M9jaT6TpcB",Twitter/Retail
2018-03-05,"CapEcon: If Iran Closes The Strait Of Hormuz, Crude Would Jump To $150 https://t.co/wOZBIi3e85",Twitter/Retail
2018-03-20,"Highlight: @spyjared on oil: “Kicking off the week with a little bit of volatility, it’s up about 1/3 of a percent… https://t.co/Ss2ACa4IU9",Twitter/Retail
2018-03-20,Canadian oil shipments are getting snarled once again https://t.co/guijP0gyAR,Twitter/Retail
2018-03-30,Oil rises a second day in 'relief rally' over China coronavirus,Twitter/Retail
2018-04-04,Crude rose for a second day after the U.S. signalled it was open to the possibility of an alliance with Saudi Arabia https://t.co/H7eECXZNxJ,Twitter/Retail
2018-04-06,Exxon is cutting billions of dollars in investments to keep its financial footing during the worst oil-price rout i… https://t.co/QoPqAc2J9a,Twitter/Retail
2018-04-07,$XLE $USO $BNO - Energy extends YTD loss to 15% as oil prices plunge https://t.co/m4VzJmxNUh,Twitter/Retail
2018-04-12,Here's Why TORC Oil & Gas (TSE:TOG) Has A Meaningful Debt Burden,Twitter/Retail
2018-04-17,Abrupt Reversal Of Shale Oil's Fortunes Points To A Radical Reset Of Oil Prices. https://t.co/d0VIc2DVca #finance #markets #trading,Twitter/Retail
2018-04-21,Stock Market Update: WTI crude rises on trade deal,Twitter/Retail
2018-05-02,Nostrum Oil & Gas : Form 8.5 (EPT/RI) - Nostrum Oil & Gas PLC  #Stock #MarketScreener https://t.co/mCzAsQ07aq https://t.co/DRiYCxZr2J,Twitter/Retail
2018-05-02,Oil boosted by renewed hopes for global production cut https://t.co/4tAO1U31nz,Twitter/Retail
2018-05-10,"Energy names lag on lower commodity prices for oil, gas",Twitter/Retail
2018-05-17,"OPEC and Russia have postponed a meeting to discuss #oil output cuts until April 9, sparking a price drop in overni… https://t.co/Akkcwcdv1d",Twitter/Retail
2018-05-23,"$USO $OIL $UWT - U.S. crude supply rose 6M barrels last week, API says https://t.co/0Qf1RRQIfp",Twitter/Retail
2018-06-06,$CVX - Chevron prepares to restart oil output on Saudi-Kuwaiti border https://t.co/j8kjIXSngt,Twitter/Retail
2018-06-06,Oil trades at 3-month low https://t.co/6F8tuUZLyb,Twitter/Retail
2018-06-13,"WATCH: Exxon Mobil, the largest U.S. oil producer, said it will cut planned capital spending by 30% this year https://t.co/pewe0L13xG",Twitter/Retail
2018-06-25,The global warming lawsuit against the oil industry goes to the appeals court https://t.co/nzTEs5IXX3,Twitter/Retail
2018-06-25,Oil resumes decline as investors monitor back-and-forth trade talks https://t.co/r4osnZxz0s,Twitter/Retail
2018-07-13,$USO US Energy Information Administration.. projects US cuts of 2million BPD of crude oil,Twitter/Retail
2018-07-17,Oil drops after U.S. inventory data https://t.co/IDCJ372Mjb https://t.co/hSyzKTVifN,Twitter/Retail
2018-07-29,"Microsoft, Baker Hughes announce artificial intelligence partnership for oil and gas industry… https://t.co/xAwr4V7LSJ",Twitter/Retail
2018-08-01,Falling Oil Prices An Economic Warning Sign | Zero Hedge https://t.co/M57og3233p,Twitter/Retail
2018-08-13,Indonesia Files WTO Lawsuit Against EU Over Palm Oil Limits,Twitter/Retail
2018-08-14,"Oil Spikes After Russia Says Ready For ""Substantial Output Cut"", But Warns 10MMb/d Cut Not Enough  https://t.co/tcIG2Zilx8",Twitter/Retail
2018-08-18,"Oil falls more than 4%, sliding into bear market territory as coronavirus sparks demand fears https://t.co/E3lDUFByFi",Twitter/Retail
2018-09-12,"US oil prices tumbled 9% to $23.63 a barrel, reflecting nervousness ahead of this week's pivotal OPEC meeting https://t.co/WDUQEdhHtK",Twitter/Retail
2018-09-15,"WTI crude oil slides 1.5% after surprise build in U.S. inventories
https://t.co/k4nUbMnFw1 https://t.co/7QHRf46m26",Twitter/Retail
2018-09-22,Exxon Baton Rouge refinery fire threatens oil demand https://t.co/BwrixR2J8d,Twitter/Retail
2018-10-17,Oil rises 1% on Trump's optimism for a deal with China,Twitter/Retail
2018-12-19,Oil workers from the United States are leaving Iraq after Iranian military leader Qasem Soleimani was killed in a U… https://t.co/lsPogIDvGJ,Twitter/Retail
2018-12-25,Take Five: Crude awakening #Samp;P500 #economy #MarketScreener https://t.co/Z26GdusPzF https://t.co/xJKlcaWn7P,Twitter/Retail
2019-01-08,Oil resumes gain as investors monitor back-and-forth trade talks https://t.co/r4osnZxz0s,Twitter/Retail
2019-01-27,"$PE $PXD - Parsley willing to cut oil production 20% if deal reached, CEO says https://t.co/ovttr0X0d0",Twitter/Retail
2019-04-01,FreightWaves Oil Report: So Where Is The Impact From IMO 2020?,Twitter/Retail
2019-04-04,"Highlight: “From the global production standpoint, [the] OPEC cuts are really just part of the system,” says @PwC’s… https://t.co/8LfE3tAyNZ",Twitter/Retail
2019-04-13,OPEC+ will adjust its output target and redistribute production cuts between its members under pressure from Saudi… https://t.co/iUHhLCivja,Twitter/Retail
2019-04-26,Saudi Arabia surprised the oil market by pledging to implement significant additional production cuts beyond what w… https://t.co/sRj7yzfCam,Twitter/Retail
2019-04-30,Brazil's energy minister to attend G20 oil meeting after Saudi invite https://t.co/5Rru9T7vjQ https://t.co/JBKjC3nBy0,Twitter/Retail
2019-05-04,"The technical levels to watch on gold, oil and U.S. treasuries https://t.co/QfiTV4DidR https://t.co/T1VdsU9uu3",Twitter/Retail
2019-05-06,Brent +4%,Twitter/Retail
2019-06-05,$BGR - BlackRock Energy & Resources Trust: Buy This 8.3% Yielding CEF For Upside In Oil. Read more and get updates… https://t.co/ucVW2s05J1,Twitter/Retail
2019-06-06,Energy Down As Oil Rally Stalls -- Energy Roundup #economy #MarketScreener https://t.co/voxopjD76f https://t.co/Gy8cJl9dT4,Twitter/Retail
2019-06-12,Oil prices steady after two-day drop as growth concerns weigh,Twitter/Retail
2019-06-12,$USO $XLE $OIL - OPEC+ confirms deeper oil production cut; crude oil jumps https://t.co/UCQIZjimV9,Twitter/Retail
2019-07-10,Market Snapshot: Canadian crude oil is mainly exported to two regions in the United States #Stock #MarketScreener… https://t.co/OpUcd7ByDT,Twitter/Retail
2019-07-14,Carl Icahn plans to nominate a slate of 10 directors in an attempt to seize control of the board of U.S. oil and ga… https://t.co/IeX7Za1Ly2,Twitter/Retail
2019-08-30,OPEC+ Deal Isn't Worth the Paper It's Written On,Twitter/Retail
2019-08-31,News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener https://t.co/wnMMQqCUWA https://t.co/1EQg2bOIey,Twitter/Retail
2019-09-03,Brasileiro S A Petrobras : Petrobras on oil production in April  #Stock #MarketScreener… https://t.co/5eyTJr9IM7,Twitter/Retail
2019-09-12,JUST RELEASED: Oil Price Dynamics Report Oil prices fell over the past three weeks owing to decreased demand and… https://t.co/mU3jLoEi1M,Twitter/Retail
2019-09-14,Trump proposes selling 15 million barrels of oil from the U.S. emergency stockpile as part of his fiscal 2021 budge… https://t.co/Gdwr6I8j4p,Twitter/Retail
2019-09-16,Oil Markets Poised To Rise With U.S.-China Trade Deal,Twitter/Retail
2019-10-01,News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener https://t.co/1Hzd21RMHe https://t.co/JqdSCCWGK5,Twitter/Retail
2019-10-03,U.S. weekly active oil-rig count edges up by 1 to 676: Baker Hughes,Twitter/Retail
2019-10-08,"Industrial goods, oil, gas get slammed as China coronavirus slashes demand",Twitter/Retail
2019-10-08,"ICYMI: Oil spiked after the U.S. airstrike killed a top Iranian commander in Baghdad.

The strike escalates an alre… https://t.co/biC7W3GoKK",Twitter/Retail
2019-10-10,Canada's Transportation Safety Board Investigates Crude Train Derailment,Twitter/Retail
2019-10-17,Oil trades at 3-month high https://t.co/6F8tuUZLyb,Twitter/Retail
2019-10-28,"Oil prices fell Monday, paring some of their recent rebound after a virtual summit for producers to discuss supply… https://t.co/2RHm8CWP5G",Twitter/Retail
2019-11-07,Brasileiro S A Petrobras : Petrobras on new oil discovery in Campos Basin  #Stock #MarketScreener… https://t.co/z4Cv2zQSqv,Twitter/Retail
2019-12-17,WTI oil futures touch fresh intraday highs on Nymex,Twitter/Retail
2020-01-14,"Time for more OPEC cuts
Crude +822K, Exp. -3MM
Gasoline +5.405MM
Distillate +4.118MM
Cushing -3.393MM
Production -100Kbpd",Twitter/Retail
2020-02-03,Oil Search : 2019 Full Year Results Presentation #OilSearch #Stock #MarketScreener https://t.co/friR5SIC8P https://t.co/vi3yDT5Syf,Twitter/Retail
2020-02-24,Goldman Sachs Curbs New Lending on Coal and Arctic Oil,Twitter/Retail
2020-02-26,"ZYEN Chairman, David Greenberg, discusses OPEC's Power in the Oil Market; the Potential of Renewable Energy Project… https://t.co/4pJUTfUFF6",Twitter/Retail
2020-03-08,Canadian crude reportedly stable so far at start of CN Rail strike,Twitter/Retail
2020-03-12,Energy Up On Hopes For Thursday OPEC + Deal -- Energy Roundup #economy #MarketScreener https://t.co/nr6XPt6Dgf https://t.co/nONuhHQC85,Twitter/Retail
2020-03-18,Energy Down Sharply As Depressed Oil Prices Seen Squeezing Shale Producers -- Energy Roundup #economy… https://t.co/X2vlmii7rL,Twitter/Retail
2020-03-31,Crude heads for weekly advance as coronavirus worries recede https://t.co/ajuzuzXNQt,Twitter/Retail
2020-04-06,"BP plans deep cuts to its carbon emissions by 2050, setting one of the oil sector's most ambitious targets, as part… https://t.co/3AcE3mzTVW",Twitter/Retail
2020-04-20,Oil prices fall but hold near three-month high on trade deal agreement,Twitter/Retail
2020-05-11,"Oil - If Demand Drops, Exports Drop. https://t.co/avCGaJKAGP #markets #stockmarket #investing",Twitter/Retail
2020-07-04,"Crude oil futures rise, but support seen weak #crudeoil #matprem #MarketScreener https://t.co/eQjD8yUBJ6 https://t.co/c2vI3soF9F",Twitter/Retail
2020-07-30,"Oil prices, which had skyrocketed nearly 4%, appear to have stabilized around 3% higher.
https://t.co/QDUbA31bl0",Twitter/Retail
2020-08-07,$PBR: Petrobras Brasileiro on new oil discovery in Campos Basin https://t.co/oBbU68VkXm,Twitter/Retail
2020-08-20,OPEC+ won't meet until oil output numbers agreed - Iran oil minister #economy #MarketScreener… https://t.co/ddZ7Ceg1UQ,Twitter/Retail
2020-08-29,Russia backs OPEC+ oil output cuts,Twitter/Retail
2020-09-20,Trump agrees to help Mexico meet global oil cut target https://t.co/fAg7HN043V https://t.co/R2svVh7Kyd,Twitter/Retail
2020-09-27,"The coronavirus is a 'black swan' for oil and energy markets, says Ned Davis Research https://t.co/pm0Dv01lGW",Twitter/Retail
2020-12-01,"Oil holds above $63 on U.S.-China trade talks optimism - SI

https://t.co/gZPHfoCcSq",Twitter/Retail
2021-01-29,"With the shackles of OPEC's output limits thrown off and a price war under way, the group's biggest oil producers a… https://t.co/9UIxhworZ3",Twitter/Retail
2021-02-09,Commodities trader Trafigura reports a record year in oil and metals https://t.co/8l4XoE7kMC,Twitter/Retail
2021-02-17,$XOM $HES $CEO - Guyana aims for agreement with Exxon on pricing before first oil export https://t.co/yVP8puMRtP,Twitter/Retail
2021-02-19,Oil slips but holds near 2-month high as looming OPEC meeting expected to yield deeper cuts https://t.co/aYzVtRXGu2,Twitter/Retail
2021-03-02,Mexican president's nationalist oil vision fuels standoff with Saudis https://t.co/ps9r1I9rb1 https://t.co/ZSeWOI4XkO,Twitter/Retail
2021-03-15,$USO $OIL $UCO - Crude inventory unexpectedly rise https://t.co/IbTo1Js76I,Twitter/Retail
2021-03-17,"Exxon was found not guilty in New York climate change case, ending the 4-year saga for the oil company. https://t.co/T2Zdt3jNiy",Twitter/Retail
2021-03-18,Oil stocks continue to show improvement. https://t.co/lufaW1tdGD,Twitter/Retail
2021-03-22,OPEC's share of Indian oil imports in October hits lowest since 2011,Twitter/Retail
2021-03-30,$PBR - Petrobras expects lower April production; makes oil discovery https://t.co/kSkaXkxlze,Twitter/Retail
2021-04-01,"Dec. WTI oil at $55.12/bbl in electronic trade, down from $55.21 Nymex settlement",Twitter/Retail
2021-04-01,Rising Crude Inventories Fail To Halt Oil Rally,Twitter/Retail
2021-04-10,"API data show a roughly 6 million-barrel weekly rise in U.S. crude stocks, sources say",Twitter/Retail
2021-04-11,IRAQ DIDN'T AGREE TO MORE OIL CUTS DUE TO SAUDI PRESSURE: MIN,Twitter/Retail
2021-04-16,Is oil in the middle of a perfect storm? @MaleehaMBCC looks at the Aramco IPO:  https://t.co/A6yKUT2nCY,Twitter/Retail
2021-04-19,"The crash in energy prices has hit Norway, Europe's biggest oil producer, forcing it to prop up its currency for th… https://t.co/QGwT3uy5yp",Twitter/Retail
2021-05-05,Oil Majors Go On $27 Billion Selling Spree,Twitter/Retail
2021-05-31,News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener https://t.co/GSt6QLz0Tt https://t.co/p5vsEVYzgA,Twitter/Retail
2021-06-08,Iran Demands $6 Billion Oil Payment From South Korea: Chosun,Twitter/Retail
2021-06-09,"Cramer sees oil stocks in the 'death knell phase,' says they are the new tobacco https://t.co/6hY7CYl6ob",Twitter/Retail
2021-06-20,"Need an update on this week's #OPEC meetings? Tamar Essner, Senior Energy Director, weighed in on @BloombergTV:… https://t.co/pn2ClgW5X5",Twitter/Retail
2021-06-27,Everything That's Wrong About The IEA Oil Market Report. https://t.co/oLWb6SuC3C #stockmarket #stocks #trading,Twitter/Retail
2021-06-27,"Saudi, others resist Mexican plan to make small oil output cuts - sources #economy #MarketScreener… https://t.co/VfOSxccQM3",Twitter/Retail
2021-07-02,The Peak Oil Plateau Is Close. Get more updates here: https://t.co/LELAJ9lP6D #stockmarket #markets #stocks,Twitter/Retail
2021-07-06,"How coronavirus, climate change and OPEC will continue to move crude oil prices https://t.co/diuQxqdKma by… https://t.co/kWzOCcm8Tq",Twitter/Retail
2021-07-08,"Oil, copper remain well below peaks hit in mid-April, a sign investors remain skeptical about demand without an ove… https://t.co/eo4QwjdSqy",Twitter/Retail
2021-08-08,Oil Begins To Move Lower – Will Our Predictions Come True?,Twitter/Retail
2021-08-20,Canadian Business Optimism Was Fading Before Pandemic Concerns Intensified #WTI #Stock #MarketScreener… https://t.co/zhRhHEhkvw,Twitter/Retail
2021-08-23,News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener https://t.co/8WcedoogPY https://t.co/ncyGCUUhdF,Twitter/Retail
2021-08-26,Is Imperial Oil Limited's (TSE:IMO) ROE Of 11% Impressive?,Twitter/Retail
2021-09-09,U.S. Oil Inventories Rise More Than Expected #WTI #Stock #MarketScreener https://t.co/lMkNlbjinO https://t.co/wBBq3HdLZO,Twitter/Retail
2021-10-05,Trump's budget proposes sale from emergency oil reserve,Twitter/Retail
2021-10-30,API data show a 6 million-barrel weekly rise in U.S. crude supply: sources,Twitter/Retail
